"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HD080","HD100","HD110","HD120","HD140","HD150","HD160","HD170","HD180","HD190","HD200","HD210","HD220","HD240","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120"
"2013","ES",168,"2","2013","6",46625,41868,23064,23064,,,,,,,,23064,0,0,0,0,,450,,0,0,2809,,1948,,"NA","3","NA","1","1","1","1","1","1","1","1","4","2000","1","NA","2","2","2","2","4","1","6","2","1","NA","NA","274.56","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",178,"2","2013","12",13668,4190,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,9478,,"3","3","NA","1","1","2","1","1","3","1","3","3","1600","1","NA","2","2","2","2","3","3","5","2","1","500","300","253.43","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",232,"2","2013","6",8580,8581,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,-1,,"3","3","NA","1","1","1","1","1","1","1","1","4","3500","2","NA","2","2","2","2","3","2","4","2","1","NA","1000","387.37","629.8","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",283,"2","2013","14",33410,30003,0,0,,,,,,,,0,0,0,0,0,,0,,0,3407,0,,0,,"3","3","NA","1","1","2","1","1","1","1","3","3","3000","1","1","2","2","2","2","2","3","6","2","1","NA","500","451.85","348","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",312,"1","2013","15",0,-6397,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,4421,,1976,,"NA","3","NA","2","1","1","1","1","1","1","3","2","3000","1","1","2","2","2","1","4","3","6","2","1","NA","400","641.14","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",448,"2","2013","6",-219,-9925,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,9706,,"3","3","NA","1","1","1","1","1","1","1","1","4","800","2","NA","2","1","2","2","4","5","5","1","1","NA","NA","304.48","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",483,"2","2013","9",16262,16262,0,0,,,,,,,,0,0,0,0,0,,297,,0,0,0,,0,,"3","3","NA","1","1","1","1","1","1","1","1","4","1500","2","NA","2","2","2","2","1","1","6","2","1","NA","2800","193.85","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",486,"2","2013","10",37658,41549,0,0,,,,,,,,0,0,0,0,0,,4853,,0,0,0,,-3891,,"NA","3","NA","2","1","1","1","1","1","1","1","5","1000","2","NA","2","2","2","2","4","1","4","1","1","NA","1000","327.18","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",548,"2","2013","9",14587,14587,0,0,,,,,,,,0,0,0,0,0,,102,,0,0,0,,0,,"NA","2","NA","1","1","1","1","1","2","1","1","2","3000","1","NA","2","1","1","2","4","1","2","1","1","NA","600","473.52","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",585,"2","2013","8",7186,7186,0,0,,,,,,,,0,0,0,0,0,,979,,0,0,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","1","3","1500","1","NA","2","2","2","2","1","1","5","2","1","NA","NA","524.06","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",602,"2","2013","5",15514,14849,0,0,,,,,,,,0,0,0,0,0,,2573,,0,0,0,,666,,"3","3","3","1","1","2","1","1","1","1","1","4","4500","2","NA","2","2","2","2","4","1","5","2","1","NA","450","493.47","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",626,"2","2013","6",26964,26721,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,243,,"NA","3","NA","2","1","1","1","1","1","1","1","4","3500","2","NA","2","1","2","2","3","1","3","2","1","NA","200","440.31","147","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",627,"2","2013","6",21796,21796,0,0,,,,,,,,0,0,0,0,0,,98,,0,0,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","1","4","1000","1","2","2","2","1","2","1","1","5","2","2","NA","700","193.02","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",685,"2","2013","11",24586,-8680,9790,9790,,,,,,,,9790,0,0,0,0,,6996,,0,0,0,,33266,,"3","3","NA","1","1","1","1","1","1","1","3","5","700","2","NA","2","2","2","2","1","2","6","2","1","NA","700","339.97","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",703,"2","2013","7",11032,3831,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,7201,,"NA","3","NA","1","1","1","1","1","1","1","1","5","NA","2","NA","2","2","2","2","4","1","6","2","1","NA","500","1364.99","692.68","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",725,"1","2013","19",18086,12172,348,348,,,,,,,,348,0,0,0,0,,4386,,0,0,0,,5914,,"NA","3","NA","1","1","1","1","1","1","1","1","3","2000","2","NA","2","2","2","2","3","1","5","2","1","NA","700","327.18","599","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",735,"2","2013","13",8878,6459,0,0,,,,,,,,0,0,0,0,2209,,0,,0,0,0,,2419,,"3","3","2","2","1","1","1","1","1","1","1","2","1400","2","1","2","2","2","2","4","2","5","2","1","NA","500","299.54","170","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",744,"1","2013","7",0,0,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,0,,"NA","NA","NA","1","1","2","1","1","1","1","1","2","2000","2","NA","2","2","2","2","1","1","5","2","1","NA","400","202.98","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",809,"2","2013","7",1406,1405,0,0,,,,,,,,0,0,0,0,0,,45,,0,0,0,,0,,"NA","3","NA","1","1","2","1","1","3","1","3","4","1000","2","NA","1","2","2","2","2","2","2","2","1","NA","1000","310.97","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",813,"2","2013","8",44535,39944,0,0,,,,,,,,0,0,0,0,0,,928,,0,0,0,,4591,,"NA","3","NA","2","1","1","1","1","1","1","1","1","800","2","1","2","2","2","2","4","1","5","2","1","NA","250","715.93","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",824,"2","2013","7",222,222,0,0,,,,,,,,0,0,0,0,222,,0,,0,0,0,,0,,"NA","3","NA","2","1","1","1","1","2","1","1","3","1000","2","NA","2","2","2","2","4","1","5","2","2","NA","600","430.66","695.5","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",830,"3","2013","12",7198,9379,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,-2181,,"3","3","NA","2","1","1","1","1","2","1","1","3","1800","1","NA","2","2","2","2","4","1","6","2","1","NA","400","447.79","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",875,"2","2013","14",15850,15807,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,44,,"3","3","NA","1","1","2","1","1","1","1","1","1","1200","3","NA","2","2","2","2","1","1","5","2","1","NA","400","210.73","13","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1011,"2","2013","6",9600,9552,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,48,,"NA","3","NA","1","1","2","1","1","1","1","1","6","3000","1","NA","2","1","2","2","4","1","5","2","1","NA","900","195.58","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1032,"2","2013","8",2342,-1150,0,0,,,,,,,,0,0,0,0,0,,144,,0,0,0,,3492,,"NA","3","NA","1","1","2","1","1","3","1","1","4","3000","2","NA","2","2","2","2","4","1","2","1","1","NA","600","198.93","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1052,"1","2013","11",8149,8149,0,0,,,,,,,,0,0,0,0,0,,182,,0,0,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","1","4","800","2","NA","2","2","2","2","4","1","4","2","1","NA","500","171.48","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1066,"2","2013","8",0,-444,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,444,,"3","3","NA","1","1","1","1","1","1","1","1","3","3500","2","NA","2","2","1","1","4","1","6","2","1","NA","600","255.54","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1079,"2","2013","16",16402,-17240,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,33642,,"NA","3","NA","1","1","1","1","1","1","1","1","5","1500","2","NA","2","2","2","2","4","2","6","2","1","NA","1000","176.77","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1150,"3","2013","18",1085,1084,0,0,,,,,,,,0,0,0,0,0,,1085,,0,0,0,,0,,"NA","3","NA","1","1","2","1","1","1","1","1","2","1500","2","NA","2","2","2","2","4","1","4","2","1","NA","NA","207.77","275","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1178,"2","2013","9",40875,38358,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2517,,"NA","3","NA","2","1","2","1","1","1","1","3","3","1500","1","NA","2","2","2","2","4","2","4","2","1","NA","1400","391.58","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1179,"2","2013","14",12614,12293,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,321,,"NA","3","NA","1","1","1","1","1","1","1","3","1","2000","1","2","2","2","2","2","4","1","6","2","1","NA","400","282.64","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1182,"2","2013","3",10380,5988,0,0,,,,,,,,0,0,0,0,0,,102,,0,0,0,,4392,,"NA","3","NA","1","2","1","1","1","3","1","3","5","800","2","NA","2","2","1","2","2","2","4","2","1","NA","600","170.02","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1185,"1","2013","7",23387,23387,0,0,,,,,,,,0,0,0,0,0,,46,,0,0,0,,0,,"3","3","NA","1","1","1","1","1","1","1","1","2","2000","2","2","2","2","2","2","1","1","6","1","1","NA","500","124.33","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1267,"2","2013","6",913,913,0,0,,,,,,,,0,0,0,0,0,,913,,0,0,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","3","4","4000","1","NA","2","1","2","1","1","1","4","2","1","NA","450","503.12","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1319,"2","2013","5",9443,9443,0,0,,,,,,,,0,0,0,0,0,,63,,0,0,0,,0,,"NA","3","NA","1","1","2","1","1","2","1","3","3","1000","1","NA","2","1","2","1","4","2","5","2","1","1150","NA","319.83","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1325,"1","2013","10",76627,71550,0,0,,,,,,,,0,0,0,0,0,,2266,,0,0,2161,,2916,,"NA","3","3","1","1","1","1","1","1","1","1","4","2300","2","NA","2","1","2","2","1","1","5","2","1","NA","450","342.1","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1330,"2","2013","10",12732,8792,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,2858,,1082,,"3","3","NA","1","1","1","1","1","1","1","1","3","1800","1","2","2","2","2","2","4","4","3","2","1","NA","500","866.13","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1352,"1","2013","10",6195,6195,0,0,,,,,,,,0,0,0,0,0,,11,,0,0,0,,0,,"3","3","NA","2","1","2","1","1","1","1","1","3","2500","1","1","2","2","2","1","2","1","6","1","1","NA","450","146.14","230","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1389,"3","2013","8",16439,16439,0,0,,,,,,,,0,0,0,0,0,,91,,0,0,0,,0,,"NA","3","NA","2","1","1","1","1","1","1","1","4","1000","2","1","2","1","1","1","2","2","5","2","1","NA","1800","211.14","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1426,"2","2013","5",12492,10899,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1594,,"3","3","NA","1","1","1","1","1","1","1","3","4","3000","1","NA","2","2","2","2","4","2","4","2","2","NA","600","384.99","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1487,"2","2013","12",20696,20068,87,87,,,,,,,,87,0,0,0,0,,0,,0,0,0,,629,,"NA","3","NA","1","1","2","1","1","1","1","3","3","1000","1","NA","2","2","2","2","1","2","3","2","1","NA","700","281.02","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1497,"1","2013","10",346,246,0,0,,,,,,,,0,0,0,0,0,,346,,0,0,0,,100,,"NA","3","NA","1","1","1","1","1","3","1","1","5","8000","2","NA","2","2","2","2","2","1","6","2","1","NA","900","831.02","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1534,"2","2013","15",13409,13409,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,0,,"NA","3","NA","2","1","2","1","1","3","1","1","2","1200","1","NA","2","2","2","2","3","1","6","1","2","NA","400","163.62","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1614,"2","2013","8",8409,8370,0,0,,,,,,,,0,0,0,0,0,,6,,0,0,0,,39,,"NA","3","NA","2","1","1","1","1","1","1","1","2","1000","2","NA","2","2","2","2","4","2","3","2","1","NA","2500","302.58","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1638,"3","2013","3",14524,14296,0,0,,,,,,,,0,0,0,0,0,,91,,0,0,0,,228,,"3","3","3","2","1","1","1","1","1","1","1","5","2000","3","NA","2","1","2","2","4","1","6","2","2","NA","300","263.43","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1639,"2","2013","7",193,192,0,0,,,,,,,,0,0,0,0,0,,193,,0,0,0,,0,,"NA","3","NA","1","1","2","1","1","1","1","1","3","1000","3","NA","2","2","2","2","3","1","5","1","1","NA","700","169.87","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1690,"1","2013","6",7693,6810,0,0,,,,,,,,0,0,0,0,2219,,0,,0,0,0,,882,,"3","3","2","2","1","1","1","1","1","1","3","4","2000","1","NA","2","2","2","2","2","2","6","2","1","380","NA","281.74","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1698,"2","2013","19",32,-122,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,154,,"2","3","NA","2","1","2","1","1","1","1","1","4","3000","2","NA","2","2","2","1","4","1","6","2","1","NA","600","539.53","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1711,"2","2013","16",3958,3958,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,0,,"NA","3","NA","2","1","2","1","1","2","1","1","2","1700","1","NA","2","2","2","2","3","3","2","1","1","NA","450","326.69","405.29","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1714,"2","2013","7",12015,9556,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2460,,"NA","3","NA","1","1","1","1","1","3","1","1","5","2500","2","NA","2","2","2","2","1","1","5","2","1","NA","NA","215.54","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1790,"2","2013","10",9127,8842,0,0,,,,,,,,0,0,0,0,0,,463,,0,0,0,,286,,"3","3","NA","1","1","2","1","1","3","1","1","3","4000","2","NA","2","2","1","2","1","3","4","2","1","NA","600","291.14","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1822,"2","2013","18",11339,11298,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,41,,"3","3","NA","1","1","2","1","1","1","1","1","1","1600","1","NA","2","2","2","2","4","2","4","2","1","441.31","600","356.06","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1828,"2","2013","9",15962,15648,0,0,,,,,,,,0,0,0,0,0,,761,,0,0,0,,314,,"3","3","NA","1","1","2","1","1","2","1","1","3","4000","1","NA","2","1","2","2","3","1","6","1","1","NA","800","330.94","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1829,"2","2013","6",13477,5807,0,0,,,,,,,,0,0,0,0,0,,0,,0,7181,0,,488,,"NA","3","NA","1","1","1","1","1","1","1","3","5","1000","2","NA","2","2","2","2","2","1","6","2","1","NA","1500","558.2","360.29","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1867,"2","2013","18",21697,19199,0,0,,,,,,,,0,0,0,0,0,,4366,,0,0,1443,,1054,,"NA","3","NA","1","1","1","1","1","1","1","1","4","1500","1","NA","2","2","2","2","1","1","6","1","1","NA","500","303.66","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1886,"2","2013","9",11053,11052,0,0,,,,,,,,0,0,0,0,0,,203,,0,0,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","1","5","1500","2","NA","2","2","2","2","4","1","6","2","1","NA","800","502.39","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1921,"2","2013","8",9179,9108,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,71,,"NA","3","NA","1","1","1","1","1","1","1","1","3","4000","2","NA","2","2","2","2","4","1","6","2","1","NA","500","5806.16","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1946,"2","2013","12",24789,22056,8385,8385,,,,,,,,8385,0,0,0,0,,27,,0,0,0,,2733,,"NA","3","NA","1","1","1","1","1","1","3","1","4","NA","1","2","2","2","2","2","2","5","5","1","1","NA","500","233.35","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1955,"2","2013","4",10157,8779,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1377,,"3","3","NA","1","1","1","1","1","1","1","1","3","2000","2","NA","2","2","2","2","4","1","2","2","1","NA","1000","230.77","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1960,"1","2013","13",12393,2470,841,841,,,,,,,,841,0,0,0,0,,0,,0,0,0,,9924,,"NA","3","NA","1","1","1","1","1","1","1","1","5","3000","2","NA","2","2","2","2","4","2","6","2","1","NA","300","395.7","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",1976,"2","2013","10",10563,591,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,9972,,"NA","3","NA","2","1","1","1","1","1","1","1","5","2500","1","NA","2","2","2","2","4","2","5","1","1","NA","1500","404.08","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",2000,"2","2013","19",6093,3857,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2235,,"NA","3","NA","1","2","1","1","1","2","1","1","4","3000","2","NA","2","2","2","2","1","1","4","2","1","NA","1000","437.18","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","ES",2037,"2","2013","19",17033,17012,0,0,,,,,,,,0,0,0,0,0,,54,,0,0,0,,20,,"3","3","NA","1","1","1","1","1","1","1","2","4","800","2","NA","2","2","2","2","2","3","4","2","2","NA","NA","303.09","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
