"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX010","RX020","RX030","RX040","RX050","RX060","RX070"
"2013","ES",25191,1290.29126213592,"3",1959,"2","1","4","1","11","5","NA","NA","NA","NA","NA","NA",54,53,2519,"99","0","0","0"
"2013","ES",25931,1290.29126213592,"2",1932,"2","1","4","1","11","NA","NA","NA","0","NA","NA","NA",80,80,2593,"0.5","0","0","0"
"2013","ES",26121,1290.29126213592,"3",1959,"2","2","2","1","11","2","NA","NA","NA","NA","NA","NA",53,53,2612,"0.8952380952","2","0","0"
"2013","ES",26881,1290.29126213592,"3",1954,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",59,58,2688,"0.7916666667","0","0","0"
"2013","ES",27041,1290.29126213592,"4",1932,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",80,80,2704,"0","0","0","100"
"2013","ES",27141,1290.29126213592,"3",1932,"2","1","1","1","14","2","25","NA","NA","NA","NA","NA",80,80,2714,"0.6666666667","0","0","0"
"2013","ES",27451,1290.29126213592,"2",1946,"2","1","1","1","11","5","0","NA","NA","NA","NA","NA",66,66,2745,"0.5416666667","1","0","0"
"2013","ES",27861,1290.29126213592,"3",1932,"2","1","4","1","11","2","NA","NA","NA","0","0","NA",80,80,2786,"99","0","0","0"
"2013","ES",28041,1290.29126213592,"4",1932,"1","1","1","1","NA","2","NA","NA","NA","0","NA","0",80,80,2804,"0","1","1","0"
"2013","ES",28351,1290.29126213592,"2",1943,"2","1","1","1","NA","2","NA","NA","NA","0","NA","NA",69,69,2835,"0.375","2","1","0"
"2013","ES",28541,1290.29126213592,"2",1944,"2","1","1","1","11","5","NA","NA","NA","NA","0","NA",68,68,2854,"99","2","0","101"
"2013","ES",28711,1290.29126213592,"3",1939,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",74,73,2871,"99","2","0","10"
"2013","ES",28971,1290.29126213592,"2",1932,"2","1","2","1","11","3","NA","NA","NA","NA","NA","NA",80,80,2897,"0.5","0","0","0"
"2013","ES",29011,1290.29126213592,"4",1964,"1","1","4","4","11","3","NA","NA","NA","NA","NA","0",49,48,2901,"99","2","0","0"
"2013","ES",29261,1290.29126213592,"3",1942,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",70,70,2926,"0.380952381","2","0","0"
"2013","ES",29381,1290.29126213592,"3",1932,"2","1","4","1","11","3","NA","NA","NA","NA","NA","NA",80,80,2938,"0.5","2","0","0"
"2013","ES",29401,1290.29126213592,"3",1952,"1","1","4","1","11","2","NA","33","NA","NA","NA","NA",61,60,2940,"0.3333333333","0","0","0"
"2013","ES",29991,1290.29126213592,"1",1978,"1","1","4","1","11","5","NA","NA","NA","NA","NA","NA",34,34,2999,"99","2","0","100"
"2013","ES",30041,1290.29126213592,"2",1932,"2","1","4","1","11","3","NA","NA","NA","NA","NA","NA",80,80,3004,"99","0","0","0"
"2013","ES",30341,1290.29126213592,"1",1932,"2","1","4","1","11","2","NA","NA","NA","NA","0","NA",80,80,3034,"99","1","0","0"
"2013","ES",30521,1290.29126213592,"4",1932,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",80,80,3052,"0.1142857143","0","0","0"
"2013","ES",30931,1290.29126213592,"2",1937,"2","1","3","1","11","3","NA","NA","NA","NA","NA","NA",75,75,3093,"0.5","0","0","0"
"2013","ES",31061,1290.29126213592,"3",1932,"2","1","2","1","11","5","NA","NA","NA","0","0","NA",80,80,3106,"99","2","0","0"
"2013","ES",31101,1290.29126213592,"2",1984,"1","1","2","1","11","5","NA","NA","NA","NA","NA","NA",28,28,3110,"0.75","1","0","1"
"2013","ES",31701,1290.29126213592,"2",1978,"2","1","4","1","11","5","NA","NA","NA","NA","NA","NA",34,34,3170,"0","1","0","100"
"2013","ES",31931,1290.29126213592,"2",1937,"2","1","1","1","11","2","NA","NA","0","NA","NA","NA",76,75,3193,"0.5","0","0","0"
"2013","ES",33181,1290.29126213592,"3",1932,"2","1","4","1","11","5","NA","26","NA","NA","0","NA",80,80,3318,"0.7777777778","0","0","11"
"2013","ES",33481,1290.29126213592,"4",1933,"2","1","4","1","11","2","35","NA","NA","NA","NA","NA",79,79,3348,"0.5","2","0","0"
"2013","ES",33821,1290.29126213592,"3",1944,"2","1","3","1","14","2","NA","NA","NA","NA","0","NA",68,68,3382,"1","0","0","0"
"2013","ES",33871,1290.29126213592,"1",1944,"1","1","1","1","NA","3","NA","NA","NA","NA","NA","NA",69,68,3387,"0.356260512","1","1","110"
"2013","ES",34041,1290.29126213592,"3",1959,"1","1","3","4","11","2","NA","NA","NA","NA","NA","NA",53,53,3404,"0.5","0","0","100"
"2013","ES",34741,1290.29126213592,"2",1974,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",38,38,3474,"1","1","0","101"
"2013","ES",34751,1290.29126213592,"1",1965,"2","1","4","1","11","2","NA","NA","NA","NA","0","0",47,47,3475,"99","0","0","0"
"2013","ES",34881,1290.29126213592,"2",1941,"1","1","2","1","11","3","NA","NA","NA","0","0","NA",71,71,3488,"0.6666666667","2","1","0"
"2013","ES",36161,1290.29126213592,"1",1951,"1","1","2","1","NA","2","NA","NA","NA","NA","NA","NA",62,61,3616,"0.3650793651","0","0","0"
"2013","ES",36241,1290.29126213592,"2",1984,"1","1","4","1","11","3","NA","NA","NA","0","0","NA",29,28,3624,"1","0","0","100"
"2013","ES",36281,1290.29126213592,"1",1932,"2","1","4","1","NA","5","NA","NA","NA","NA","NA","NA",80,80,3628,"99","2","0","100"
"2013","ES",36301,1290.29126213592,"1",1943,"2","1","3","1","11","2","25","NA","0","0","NA","NA",69,69,3630,"1","1","0","0"
"2013","ES",36831,1290.29126213592,"3",1964,"1","1","1","1","11","NA","NA","NA","NA","NA","0","0",49,48,3683,"0.5504504674","2","0","0"
"2013","ES",36841,1290.29126213592,"3",1935,"2","2","4","1","11","2","NA","25","NA","NA","NA","NA",78,77,3684,"99","1","0","0"
"2013","ES",37071,1290.29126213592,"1",1983,"1","1","1","1","NA","3","NA","NA","0","NA","NA","0",30,29,3707,"0.875","0","1","101"
"2013","ES",37351,1290.29126213592,"3",1982,"2","1","3","1","11","2","NA","NA","NA","NA","NA","0",30,30,3735,"99","0","0","0"
"2013","ES",37431,1290.29126213592,"4",1943,"1","1","1","1","11","3","NA","NA","NA","NA","NA","0",70,69,3743,"99","0","0","0"
"2013","ES",37701,1290.29126213592,"1",1986,"2","1","1","1","11","5","NA","NA","NA","0","NA","NA",27,26,3770,"99","0","0","0"
"2013","ES",37991,1290.29126213592,"1",1976,"2","1","1","1","11","3","NA","NA","NA","30","NA","0",37,36,3799,"99","1","1","111"
"2013","ES",38251,1290.29126213592,"2",1963,"1","1","4","4","11","2","NA","NA","NA","NA","0","NA",49,49,3825,"0.5","2","0","0"
"2013","ES",38521,1290.29126213592,"1",1934,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",78,78,3852,"1","0","1","0"
"2013","ES",38571,1290.29126213592,"4",1944,"1","1","4","4","11","5","NA","NA","NA","NA","NA","NA",68,68,3857,"99","0","0","100"
"2013","ES",38861,1290.29126213592,"4",1983,"1","1","1","1","11","3","NA","NA","NA","NA","NA","NA",29,29,3886,"0.5","2","0","0"
"2013","ES",39031,1290.29126213592,"1",1936,"2","2","2","1","11","3","NA","NA","NA","NA","NA","NA",77,76,3903,"0.0833333333","2","0","0"
"2013","ES",39041,1290.29126213592,"4",1938,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",74,74,3904,"0.9285714286","0","0","0"
"2013","ES",39311,1290.29126213592,"3",1969,"1","1","3","1","11","2","NA","NA","NA","NA","0","NA",43,43,3931,"99","0","0","0"
"2013","ES",39671,1290.29126213592,"2",1964,"1","1","2","1","11","3","NA","NA","NA","NA","NA","0",48,48,3967,"99","0","1","0"
"2013","ES",40341,1290.29126213592,"4",1961,"1","1","2","1","NA","2","NA","NA","NA","NA","0","0",51,51,4034,"0.5","0","0","100"
"2013","ES",40391,1290.29126213592,"4",1934,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","0",78,78,4039,"0","0","0","100"
"2013","ES",40771,1290.29126213592,"1",1978,"1","1","2","1","11","2","NA","NA","NA","NA","NA","NA",35,34,4077,"0.9","0","0","0"
"2013","ES",40861,1290.29126213592,"1",1943,"1","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",70,69,4086,"1","0","0","0"
"2013","ES",41271,1290.29126213592,"4",1959,"1","1","1","4","11","NA","NA","NA","NA","NA","NA","NA",54,53,4127,"99","0","0","0"
"2013","ES",41291,1290.29126213592,"1",1965,"2","1","2","1","11","5","NA","NA","NA","0","NA","0",48,47,4129,"0.619047619","2","0","0"
"2013","ES",41371,1290.29126213592,"4",1948,"1","1","4","1","11","3","NA","NA","NA","NA","NA","NA",65,64,4137,"0.6666666667","0","0","0"
"2013","ES",41421,1290.29126213592,"4",1940,"2","1","1","4","NA","NA","NA","NA","NA","NA","NA","0",73,72,4142,"0.625","2","0","100"
"2013","ES",41811,1290.29126213592,"1",1938,"2","1","4","1","NA","5","NA","NA","NA","NA","NA","NA",74,74,4181,"0.8","0","0","0"
"2013","ES",42051,1290.29126213592,"1",1987,"2","1","3","1","11","5","NA","NA","NA","NA","NA","NA",25,25,4205,"1","2","0","0"
"2013","ES",42851,1290.29126213592,"3",1932,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",80,80,4285,"0","0","0","1"
"2013","ES",42981,1290.29126213592,"2",1985,"2","1","2","4","11","5","NA","NA","NA","NA","NA","0",27,27,4298,"1","2","0","0"
"2013","ES",43161,1290.29126213592,"1",1944,"2","1","1","1","11","3","NA","NA","NA","NA","NA","NA",69,68,4316,"1","0","0","111"
"2013","ES",43171,1290.29126213592,"4",1937,"2","1","1","1","11","5","NA","NA","NA","NA","NA","0",75,75,4317,"0.6666666667","0","0","0"
"2013","ES",43201,1290.29126213592,"1",1938,"2","1","1","4","11","2","38","NA","NA","NA","NA","NA",74,74,4320,"99","1","0","0"
"2013","ES",43631,1290.29126213592,"1",1984,"1","1","2","1","NA","3","25","NA","NA","NA","0","NA",29,28,4363,"1","0","0","0"
"2013","ES",43761,1290.29126213592,"4",1962,"2","1","2","1","11","2","NA","NA","NA","NA","NA","NA",51,50,4376,"99","0","0","1"
"2013","ES",44091,1290.29126213592,"2",1978,"1","1","1","1","11","2","NA","NA","NA","NA","NA","0",34,34,4409,"0.8333333333","2","0","100"
"2013","ES",44161,1290.29126213592,"2",1982,"1","1","4","1","11","3","NA","NA","NA","NA","NA","NA",31,30,4416,"1","2","0","10"
"2013","ES",44471,1290.29126213592,"3",1941,"1","1","4","4","11","NA","NA","NA","NA","NA","NA","NA",71,71,4447,"0.5","0","0","0"
"2013","ES",44901,1290.29126213592,"4",1965,"2","1","4","1","11","2","NA","NA","NA","NA","0","NA",47,47,4490,"1","2","0","1"
"2013","ES",44981,1290.29126213592,"2",1943,"2","1","3","1","11","2","NA","NA","NA","0","NA","NA",70,69,4498,"0.5","0","0","0"
"2013","ES",45351,1290.29126213592,"1",1944,"2","1","4","1","11","2","NA","NA","0","NA","NA","0",68,68,4535,"0.5","0","0","0"
"2013","ES",45461,1290.29126213592,"2",1939,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",74,73,4546,"1","0","0","0"
"2013","ES",45621,1290.29126213592,"3",1962,"2","1","1","4","NA","2","NA","NA","NA","0","NA","NA",50,50,4562,"0.5","0","0","101"
"2013","ES",45721,1290.29126213592,"2",1983,"1","1","4","4","11","5","NA","NA","0","NA","NA","NA",30,29,4572,"99","2","1","0"
"2013","ES",46001,1290.29126213592,"2",1974,"1","1","1","1","11","3","25","NA","0","NA","NA","NA",38,38,4600,"99","0","0","0"
"2013","ES",46351,1290.29126213592,"2",1942,"2","1","2","1","11","5","NA","NA","NA","NA","0","NA",71,70,4635,"0.5833333333","0","0","0"
"2013","ES",46641,1290.29126213592,"4",1959,"1","1","3","1","11","2","NA","NA","NA","NA","NA","0",54,53,4664,"0.5714285714","2","0","111"
"2013","ES",46841,1290.29126213592,"2",1982,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",31,30,4684,"0.6666666667","1","0","0"
"2013","ES",46951,1290.29126213592,"2",1936,"2","1","4","1","NA","3","NA","NA","NA","0","NA","NA",77,76,4695,"0.5","0","0","0"
"2013","ES",47371,1290.29126213592,"1",1965,"2","1","1","1","11","5","NA","NA","NA","NA","NA","NA",47,47,4737,"0.8027028043","0","0","0"
"2013","ES",47731,1290.29126213592,"2",1936,"2","2","2","1","11","2","25","NA","NA","0","NA","0",76,76,4773,"1","0","0","0"
"2013","ES",47931,1290.29126213592,"2",1971,"2","1","3","4","11","2","NA","NA","0","NA","NA","NA",41,41,4793,"1","0","0","0"
"2013","ES",47981,1290.29126213592,"3",1932,"2","1","1","1","14","2","NA","NA","NA","NA","NA","0",80,80,4798,"0.5","0","0","0"
"2013","ES",47991,1290.29126213592,"2",1976,"1","1","1","1","11","5","NA","30","NA","NA","NA","NA",36,36,4799,"0.5","0","1","100"
"2013","ES",48041,1290.29126213592,"1",1932,"1","1","4","4","11","2","NA","NA","NA","NA","NA","NA",80,80,4804,"0.3785714286","0","0","0"
"2013","ES",48231,1290.29126213592,"4",1959,"2","1","1","4","NA","NA","NA","NA","NA","0","NA","0",54,53,4823,"0","0","0","0"
"2013","ES",48232,1290.29126213592,"4",1957,"1","2","2","1","11","2","30","NA","NA","NA","NA","0",55,55,4823,"99","1","0","0"
"2013","ES",48541,1290.29126213592,"4",1933,"1","1","1","1","11","NA","NA","NA","0","NA","NA","NA",80,79,4854,"1","0","0","0"
"2013","ES",48542,1290.29126213592,"2",1933,"2","2","4","1","11","5","NA","NA","NA","NA","NA","NA",79,79,4854,"1","0","0","0"
"2013","ES",48701,1290.29126213592,"3",1974,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",39,38,4870,"1","0","0","0"
"2013","ES",48702,1290.29126213592,"3",1968,"1","1","4","4","11","NA","NA","NA","NA","NA","NA","NA",45,44,4870,"0","1","0","0"
"2013","ES",49281,1290.29126213592,"4",1955,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",57,57,4928,"0.5","0","0","0"
"2013","ES",49282,1290.29126213592,"1",1962,"2","1","3","1","14","5","NA","NA","NA","NA","NA","0",50,50,4928,"0.9166666667","0","0","110"
"2013","ES",49291,1290.29126213592,"4",1950,"1","1","2","1","11","2","NA","NA","NA","NA","NA","NA",63,62,4929,"0.5","1","0","0"
"2013","ES",49292,1290.29126213592,"1",1951,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",61,61,4929,"0.8571428571","2","0","0"
"2013","ES",49451,1290.29126213592,"4",1932,"1","1","3","4","11","2","NA","NA","NA","NA","NA","NA",80,80,4945,"1","0","0","0"
"2013","ES",49452,1290.29126213592,"2",1932,"2","1","2","1","11","NA","NA","NA","NA","NA","NA","NA",80,80,4945,"0.6963550427","2","0","100"
"2013","ES",49911,1290.29126213592,"4",1939,"2","1","4","4","11","5","NA","NA","NA","NA","NA","NA",74,73,4991,"99","2","0","0"
"2013","ES",49912,1290.29126213592,"1",1973,"2","1","3","1","11","5","NA","NA","NA","NA","0","NA",39,39,4991,"0.6532640934","1","0","0"
"2013","ES",49931,1290.29126213592,"3",1945,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",68,67,4993,"99","0","0","0"
