"DB010","DB020","DB030","DB040","DB062","DB090"
"2013","BG",3444,"BG31","4","524.2344"
"2013","BG",3490,"BG31","4","471.2598"
"2013","BG",3509,"BG31","4","1398.971"
"2013","BG",3521,"BG31","2","0"
"2013","BG",3525,"BG31","3","456.5549"
"2013","BG",3526,"BG31","4","542.3878"
"2013","BG",3536,"BG31","4","392.3732"
"2013","BG",3541,"BG31","4","1061.682"
"2013","BG",3572,"BG31","4","319.4934"
"2013","BG",3619,"BG31","2","331.8851"
"2013","BG",3637,"BG31","1","601.9295"
"2013","BG",3678,"BG31","3","349.7613"
"2013","BG",3688,"BG31","3","361.8536"
"2013","BG",3695,"BG31","3","1414.85"
"2013","BG",3699,"BG31","4","879.8605"
"2013","BG",3742,"BG31","1","612.8243"
"2013","BG",3746,"BG31","3","1363.687"
"2013","BG",3747,"BG31","2","367.2673"
"2013","BG",3857,"BG31","2","1913.186"
"2013","BG",3892,"BG31","4","439.4251"
"2013","BG",3895,"BG31","5","1268.103"
"2013","BG",3924,"BG31","1","624.342"
"2013","BG",3960,"BG31","5","454.6147"
"2013","BG",3994,"BG31","4","811.0039"
"2013","BG",3996,"BG31","1","920.6916"
"2013","BG",4056,"BG31","4","471.6799"
"2013","BG",4067,"BG31","4","622.1911"
"2013","BG",4068,"BG31","4","1116.67"
"2013","BG",4072,"BG31","4","236.0527"
"2013","BG",4161,"BG31","1","370.6258"
"2013","BG",4174,"BG31","1","487.903"
"2013","BG",4181,"BG31","4","643.5706"
"2013","BG",4197,"BG31","3","406.6989"
"2013","BG",4199,"BG31","1","1112.683"
"2013","BG",4234,"BG31","4","594.5252"
"2013","BG",4250,"BG31","1","768.5995"
"2013","BG",4278,"BG31","2","222.0251"
"2013","BG",4301,"BG31","1","504.9183"
"2013","BG",4304,"BG31","4","414.6676"
"2013","BG",4327,"BG31","3","898.2074"
"2013","BG",4328,"BG31","4","1276.116"
"2013","BG",4406,"BG31","1","0"
"2013","BG",4411,"BG31","4","441.9559"
"2013","BG",4437,"BG31","5","610.0182"
"2013","BG",4442,"BG31","2","242.2139"
"2013","BG",4482,"BG31","2","322.0275"
"2013","BG",4558,"BG31","3","645.9363"
"2013","BG",4622,"BG31","2","553.3284"
"2013","BG",4662,"BG31","2","976.0743"
"2013","BG",4663,"BG31","1","381.7687"
"2013","BG",4680,"BG31","5","382.4242"
"2013","BG",4714,"BG31","2","543.02"
"2013","BG",4756,"BG31","4","605.8625"
"2013","BG",4769,"BG31","4","336.9346"
"2013","BG",4786,"BG31","1","714.8024"
"2013","BG",4791,"BG31","3","298.4841"
"2013","BG",4807,"BG31","1","612.3282"
"2013","BG",4909,"BG31","1","228.6363"
"2013","BG",4915,"BG31","3","242.0238"
"2013","BG",4943,"BG31","1","514.4078"
"2013","BG",4964,"BG31","2","348.733"
"2013","BG",4970,"BG31","4","586.8207"
"2013","BG",5005,"BG31","1","1149.111"
"2013","BG",5034,"BG31","4","294.8793"
"2013","BG",5037,"BG31","3","695.0816"
"2013","BG",5043,"BG31","4","1603.588"
"2013","BG",5091,"BG31","2","638.9592"
"2013","BG",5106,"BG31","3","945.6036"
"2013","BG",5132,"BG31","4","611.729"
"2013","BG",5148,"BG31","3","530.6685"
"2013","BG",5164,"BG31","1","541.0706"
"2013","BG",5168,"BG31","1","2338.915"
"2013","BG",5304,"BG31","4","1003.818"
"2013","BG",5307,"BG31","4","1048.166"
"2013","BG",5349,"BG31","5","745.9755"
"2013","BG",5355,"BG31","1","1090.69"
"2013","BG",5367,"BG31","2","813.0188"
"2013","BG",5376,"BG31","3","379.9024"
"2013","BG",5377,"BG31","5","439.4251"
"2013","BG",5391,"BG31","3","1958.164"
"2013","BG",5407,"BG31","5","408.0603"
"2013","BG",5431,"BG31","3","261.4225"
"2013","BG",5505,"BG31","2","404.9442"
"2013","BG",5534,"BG31","3","1190.457"
"2013","BG",5543,"BG31","5","566.2279"
"2013","BG",5564,"BG31","4","617.8458"
"2013","BG",5592,"BG31","4","976.9512"
"2013","BG",5593,"BG31","1","316.6182"
"2013","BG",5620,"BG31","4","611.155"
"2013","BG",5624,"BG31","4","0"
"2013","BG",5660,"BG31","5","564.0866"
"2013","BG",5734,"BG31","1","725.9059"
"2013","BG",5751,"BG31","3","602.4105"
"2013","BG",5754,"BG31","4","567.2068"
"2013","BG",5755,"BG31","1","738.5091"
"2013","BG",5763,"BG31","4","477.9674"
"2013","BG",5782,"BG31","4","801.6347"
"2013","BG",5802,"BG31","4","783.9149"
"2013","BG",5804,"BG31","1","248.3777"
"2013","BG",5810,"BG31","3","301.0125"
"2013","BG",5818,"BG31","5","948.4119"
"2013","BG",5844,"BG31","2","408.3876"
"2013","BG",5861,"BG31","1","960.3293"
"2013","BG",5892,"BG31","5","714.1713"
"2013","BG",5956,"BG31","1","524.6372"
"2013","BG",5958,"BG31","3","552.4657"
"2013","BG",5970,"BG31","4","542.3878"
"2013","BG",5987,"BG31","5","903.6028"
"2013","BG",6026,"BG31","2","677.7928"
"2013","BG",6029,"BG31","2","290.6285"
"2013","BG",6035,"BG31","1","759.0115"
"2013","BG",6040,"BG31","2","1146.007"
"2013","BG",6047,"BG31","1","390.8027"
"2013","BG",6049,"BG31","3","1688.159"
"2013","BG",6062,"BG31","5","615.231"
"2013","BG",6115,"BG31","3","337.0175"
"2013","BG",6131,"BG31","1","395.9174"
"2013","BG",6143,"BG31","1","330.3691"
"2013","BG",6266,"BG31","2","417.6669"
"2013","BG",6304,"BG31","2","641.4302"
"2013","BG",6375,"BG31","3","557.211"
"2013","BG",6414,"BG31","3","0"
"2013","BG",6451,"BG31","5","666.3715"
"2013","BG",6452,"BG31","4","869.2926"
"2013","BG",6465,"BG31","3","788.7606"
"2013","BG",6509,"BG31","3","458.251"
"2013","BG",6566,"BG31","3","398.4203"
"2013","BG",6616,"BG31","1","1142.437"
"2013","BG",6628,"BG31","2","701.9779"
"2013","BG",6661,"BG31","2","782.5102"
"2013","BG",6673,"BG31","2","469.4724"
"2013","BG",6684,"BG31","1","460.1956"
"2013","BG",6697,"BG31","2","698.0451"
"2013","BG",6707,"BG31","3","842.6618"
"2013","BG",6740,"BG31","3","778.7005"
"2013","BG",6762,"BG31","5","389.8244"
"2013","BG",6770,"BG31","1","548.7637"
"2013","BG",6786,"BG31","4","485.7043"
"2013","BG",6794,"BG31","3","698.3302"
"2013","BG",6802,"BG31","2","907.0161"
"2013","BG",6813,"BG31","3","486.4411"
"2013","BG",6819,"BG31","3","351.355"
"2013","BG",6825,"BG31","2","623.4277"
"2013","BG",6840,"BG31","4","645.9482"
"2013","BG",6871,"BG31","3","1016.761"
"2013","BG",6891,"BG31","4","716.6308"
"2013","BG",6924,"BG31","4","801.2212"
"2013","BG",6966,"BG31","5","910.569"
"2013","BG",7024,"BG31","4","441.7557"
"2013","BG",7081,"BG31","5","897.3771"
"2013","BG",7119,"BG31","1","646.315"
"2013","BG",7126,"BG31","3","0"
"2013","BG",7140,"BG31","3","918.2976"
"2013","BG",7176,"BG31","3","659.6007"
"2013","BG",7187,"BG31","3","372.9379"
"2013","BG",7216,"BG31","1","418.2321"
"2013","BG",7260,"BG31","4","510.8549"
"2013","BG",7277,"BG31","1","1278.179"
"2013","BG",7293,"BG31","2","490.455"
"2013","BG",7309,"BG31","1","569.6953"
"2013","BG",7330,"BG31","5","1151.646"
"2013","BG",7333,"BG31","4","810.9726"
"2013","BG",7337,"BG31","4","2338.915"
"2013","BG",7341,"BG31","5","829.331"
"2013","BG",7347,"BG31","1","271.5722"
"2013","BG",7362,"BG31","1","339.7933"
"2013","BG",7371,"BG31","2","830.4995"
"2013","BG",7375,"BG31","1","868.6041"
"2013","BG",7393,"BG31","3","455.0966"
"2013","BG",7400,"BG31","4","901.4546"
"2013","BG",7409,"BG31","2","737.0328"
"2013","BG",7452,"BG31","1","477.8827"
"2013","BG",7473,"BG31","3","585.4037"
"2013","BG",7486,"BG31","3","884.6534"
"2013","BG",7505,"BG31","2","530.6685"
"2013","BG",7515,"BG31","2","642.4116"
"2013","BG",7521,"BG31","5","423.6783"
"2013","BG",7533,"BG31","2","435.1343"
"2013","BG",7535,"BG31","1","711.6226"
"2013","BG",7552,"BG31","3","509.2766"
"2013","BG",7556,"BG31","2","819.5579"
"2013","BG",7567,"BG31","5","1111.034"
"2013","BG",7598,"BG31","3","553.3284"
"2013","BG",7605,"BG31","4","759.0115"
"2013","BG",7616,"BG31","4","486.3067"
"2013","BG",7647,"BG31","4","792.8785"
"2013","BG",7651,"BG31","4","487.1007"
"2013","BG",7665,"BG31","3","279.9173"
"2013","BG",7696,"BG31","3","820.6531"
"2013","BG",7740,"BG31","4","833.2667"
"2013","BG",7767,"BG31","1","352.9878"
"2013","BG",7809,"BG31","3","485.8214"
"2013","BG",7866,"BG31","3","228.6363"
"2013","BG",7909,"BG31","1","2010.668"
"2013","BG",7925,"BG31","5","445.2568"
"2013","BG",7957,"BG31","4","871.7926"
"2013","BG",7958,"BG31","5","436.1329"
"2013","BG",7976,"BG31","5","387.7392"
"2013","BG",8002,"BG31","2","268.202"
"2013","BG",8062,"BG31","5","813.0188"
"2013","BG",8100,"BG31","2","638.8943"
"2013","BG",8110,"BG31","4","914.9489"
"2013","BG",8129,"BG31","5","293.7641"
"2013","BG",8274,"BG31","3","667.6533"
"2013","BG",8296,"BG31","2","672.3006"
"2013","BG",8315,"BG31","1","601.4118"
"2013","BG",8387,"BG31","2","0"
"2013","BG",8394,"BG31","2","612.3977"
"2013","BG",8403,"BG31","2","1019.891"
"2013","BG",8408,"BG31","2","216.4612"
"2013","BG",8451,"BG31","2","1042.278"
"2013","BG",8461,"BG31","3","1146.007"
"2013","BG",8476,"BG31","3","301.0125"
"2013","BG",8569,"BG31","2","573.9424"
"2013","BG",8601,"BG31","4","442.7172"
"2013","BG",8618,"BG31","3","0"
"2013","BG",8660,"BG31","4","715.3959"
"2013","BG",8709,"BG31","2","251.6667"
"2013","BG",8736,"BG31","2","872.8109"
"2013","BG",8749,"BG31","4","614.8878"
"2013","BG",8763,"BG31","5","644.307"
"2013","BG",8778,"BG31","1","515.7734"
"2013","BG",8812,"BG31","4","857.5102"
"2013","BG",8825,"BG31","5","404.3428"
"2013","BG",8856,"BG31","4","383.5542"
"2013","BG",8887,"BG31","5","559.4718"
"2013","BG",8912,"BG31","4","983.9204"
"2013","BG",8917,"BG31","3","739.8315"
"2013","BG",8919,"BG31","5","566.0988"
"2013","BG",8929,"BG31","3","352.3512"
"2013","BG",9012,"BG31","1","869.9534"
"2013","BG",9014,"BG31","3","1271.772"
"2013","BG",9020,"BG31","3","461.7321"
"2013","BG",9030,"BG31","1","819.1988"
"2013","BG",9050,"BG31","5","812.0685"
"2013","BG",9070,"BG31","2","655.1502"
"2013","BG",9098,"BG31","3","1068.695"
"2013","BG",9129,"BG31","4","889.3527"
"2013","BG",9200,"BG31","5","0"
"2013","BG",9254,"BG31","4","802.3064"
"2013","BG",9268,"BG31","4","554.4594"
"2013","BG",9304,"BG31","5","612.8243"
"2013","BG",9399,"BG31","5","535.4744"
"2013","BG",9421,"BG31","5","695.6486"
"2013","BG",9445,"BG31","5","477.6947"
"2013","BG",9450,"BG31","2","940.5131"
"2013","BG",9463,"BG31","1","613.4405"
"2013","BG",9505,"BG31","4","1087.113"
"2013","BG",9510,"BG31","2","453.505"
"2013","BG",9560,"BG31","2","599.3092"
"2013","BG",9566,"BG31","4","776.4133"
"2013","BG",9583,"BG31","1","896.5194"
"2013","BG",9643,"BG31","5","373.9805"
"2013","BG",9678,"BG31","5","407.9735"
"2013","BG",9689,"BG31","3","633.022"
"2013","BG",9734,"BG31","1","1615.616"
"2013","BG",9735,"BG31","1","955.6866"
"2013","BG",9741,"BG31","1","859.4886"
"2013","BG",9765,"BG31","5","1490.875"
"2013","BG",9790,"BG31","2","894.8263"
"2013","BG",9804,"BG31","2","495.3742"
"2013","BG",9814,"BG31","4","477.9309"
"2013","BG",9818,"BG31","2","1228.984"
"2013","BG",9859,"BG31","2","736.241"
"2013","BG",9864,"BG31","2","1094.807"
"2013","BG",9882,"BG31","3","599.0117"
"2013","BG",9900,"BG31","5","781.7523"
"2013","BG",9920,"BG31","1","798.1787"
"2013","BG",9933,"BG31","5","996.4336"
"2013","BG",10002,"BG31","4","450.7413"
"2013","BG",10037,"BG31","2","723.1712"
"2013","BG",10048,"BG31","3","321.7318"
"2013","BG",10137,"BG31","1","407.1914"
"2013","BG",10155,"BG31","3","1390.28"
"2013","BG",10164,"BG31","2","701.9428"
"2013","BG",10201,"BG31","2","706.5879"
"2013","BG",10316,"BG31","2","335.7298"
"2013","BG",10332,"BG31","5","706.934"
"2013","BG",10333,"BG31","4","573.8498"
"2013","BG",10352,"BG31","5","661.2856"
"2013","BG",10354,"BG31","1","524.2378"
"2013","BG",10357,"BG31","3","1055.872"
"2013","BG",10387,"BG31","1","277.2185"
"2013","BG",10392,"BG31","3","474.9345"
"2013","BG",10412,"BG31","5","298.9772"
"2013","BG",10461,"BG31","3","436.8344"
"2013","BG",10488,"BG31","2","538.4956"
"2013","BG",10506,"BG31","1","736.241"
"2013","BG",10540,"BG31","1","1054.766"
"2013","BG",10548,"BG31","1","428.2679"
"2013","BG",10608,"BG31","1","355.5381"
"2013","BG",10612,"BG31","2","0"
"2013","BG",10620,"BG31","5","771.5222"
"2013","BG",10684,"BG31","4","674.7108"
"2013","BG",10686,"BG31","2","442.0704"
"2013","BG",10689,"BG31","1","1106.65"
"2013","BG",10700,"BG31","2","1246.528"
"2013","BG",10708,"BG31","1","677.0511"
"2013","BG",10795,"BG31","1","1090.69"
"2013","BG",10797,"BG31","3","436.0633"
"2013","BG",10817,"BG31","2","794.3267"
"2013","BG",10829,"BG31","3","579.7375"
"2013","BG",10874,"BG31","2","764.3459"
"2013","BG",10900,"BG31","5","991.8277"
"2013","BG",10923,"BG31","4","669.5393"
"2013","BG",10924,"BG31","2","736.4853"
"2013","BG",10939,"BG31","5","526.0473"
"2013","BG",10964,"BG31","3","1060.752"
"2013","BG",10973,"BG31","3","685.0696"
"2013","BG",10983,"BG31","3","1425.947"
"2013","BG",10994,"BG31","4","658.8205"
"2013","BG",11066,"BG31","4","407.9735"
"2013","BG",11088,"BG31","1","756.1478"
"2013","BG",11100,"BG31","3","503.7951"
"2013","BG",11111,"BG31","4","910.569"
"2013","BG",11173,"BG31","1","1584.816"
"2013","BG",11180,"BG31","5","496.6396"
"2013","BG",11183,"BG31","1","632.2509"
"2013","BG",11196,"BG31","2","604.6606"
"2013","BG",11247,"BG31","5","67.73029"
"2013","BG",11248,"BG31","3","947.1556"
"2013","BG",11258,"BG31","1","0"
"2013","BG",11388,"BG31","2","319.4934"
"2013","BG",11428,"BG31","2","669.7809"
"2013","BG",11449,"BG31","2","557.2328"
"2013","BG",11452,"BG31","5","639.4343"
"2013","BG",11458,"BG31","3","398.5593"
"2013","BG",11463,"BG31","3","713.2505"
"2013","BG",11466,"BG31","2","386.6693"
"2013","BG",11467,"BG31","3","366.0871"
"2013","BG",11479,"BG31","1","187.2225"
"2013","BG",11483,"BG31","3","789.8563"
"2013","BG",11484,"BG31","3","965.0099"
"2013","BG",11529,"BG31","5","470.8466"
"2013","BG",11574,"BG31","2","856.2116"
"2013","BG",11583,"BG31","5","384.1519"
"2013","BG",11624,"BG31","2","371.2378"
"2013","BG",11628,"BG31","1","712.2509"
"2013","BG",11629,"BG31","3","934.4621"
"2013","BG",11638,"BG31","5","356.0019"
"2013","BG",11660,"BG31","5","1123.831"
"2013","BG",11701,"BG31","4","560.3009"
"2013","BG",11706,"BG31","1","736.878"
"2013","BG",11735,"BG31","4","764.3459"
"2013","BG",11737,"BG31","3","826.6056"
"2013","BG",11738,"BG31","4","352.3512"
"2013","BG",11752,"BG31","4","932.816"
"2013","BG",11778,"BG31","3","221.4427"
"2013","BG",11802,"BG31","4","853.4458"
"2013","BG",11856,"BG31","2","246.1955"
"2013","BG",11861,"BG31","4","379.552"
"2013","BG",11876,"BG31","1","419.7294"
"2013","BG",11901,"BG31","2","769.8816"
"2013","BG",11924,"BG31","5","450.7413"
"2013","BG",11956,"BG31","2","1060.752"
"2013","BG",11995,"BG31","3","246.8653"
"2013","BG",12040,"BG31","4","871.4856"
"2013","BG",12049,"BG31","1","680.5934"
"2013","BG",12055,"BG31","2","257.0617"
"2013","BG",12070,"BG31","5","442.7002"
"2013","BG",12078,"BG31","1","786.3709"
"2013","BG",12091,"BG31","4","409.7225"
"2013","BG",12158,"BG31","1","1247.641"
"2013","BG",12164,"BG31","3","411.2311"
"2013","BG",12166,"BG31","3","1098.919"
"2013","BG",12182,"BG31","5","519.6577"
"2013","BG",12200,"BG31","5","604.6606"
"2013","BG",12226,"BG31","4","644.3991"
"2013","BG",12235,"BG31","1","310.0655"
"2013","BG",12299,"BG31","2","555.6751"
"2013","BG",12311,"BG31","2","1271.772"
"2013","BG",12324,"BG31","1","416.6983"
"2013","BG",12380,"BG31","2","569.2816"
"2013","BG",12420,"BG31","5","783.9149"
"2013","BG",12427,"BG31","1","1157.38"
"2013","BG",12462,"BG31","5","351.9724"
"2013","BG",12491,"BG31","5","215.6117"
"2013","BG",12500,"BG31","1","752.9096"
"2013","BG",12504,"BG31","3","674.7108"
"2013","BG",12515,"BG31","3","437.738"
"2013","BG",12544,"BG31","2","1414.85"
"2013","BG",12562,"BG31","4","440.6803"
"2013","BG",12604,"BG31","2","1278.179"
"2013","BG",12701,"BG31","4","502.1196"
"2013","BG",12703,"BG31","4","1913.186"
"2013","BG",12717,"BG31","2","1413.391"
"2013","BG",12724,"BG31","5","836.5776"
"2013","BG",12725,"BG31","1","333.345"
"2013","BG",12726,"BG31","1","376.8696"
"2013","BG",12782,"BG31","5","731.0282"
"2013","BG",12785,"BG31","5","581.331"
"2013","BG",12791,"BG31","3","1208.414"
"2013","BG",12810,"BG31","5","2327.342"
"2013","BG",12814,"BG31","4","1952.452"
"2013","BG",12851,"BG31","5","418.7944"
"2013","BG",12881,"BG31","4","1173.199"
"2013","BG",12887,"BG31","4","652.6304"
"2013","BG",12948,"BG31","2","996.4336"
"2013","BG",13005,"BG31","2","376.925"
"2013","BG",13023,"BG31","1","1205.56"
"2013","BG",13034,"BG31","2","1472.461"
"2013","BG",13086,"BG31","3","1102.151"
"2013","BG",13166,"BG31","4","262.6582"
"2013","BG",13185,"BG31","1","528.347"
"2013","BG",13190,"BG31","4","529.7582"
"2013","BG",13235,"BG31","3","660.8061"
"2013","BG",13259,"BG31","1","847.5227"
"2013","BG",13282,"BG31","1","581.1803"
"2013","BG",13297,"BG31","1","695.5779"
"2013","BG",13322,"BG31","3","200.3292"
"2013","BG",13353,"BG31","5","896.8144"
"2013","BG",13376,"BG31","4","348.1334"
"2013","BG",13430,"BG31","1","940.8319"
"2013","BG",13440,"BG31","5","881.4454"
"2013","BG",13465,"BG31","2","1281.386"
"2013","BG",13492,"BG31","2","532.1794"
"2013","BG",13499,"BG31","5","387.712"
"2013","BG",13547,"BG31","4","612.258"
"2013","BG",13597,"BG31","3","645.6003"
"2013","BG",13612,"BG31","1","876.4986"
"2013","BG",13620,"BG31","4","744.1948"
"2013","BG",13633,"BG31","1","233.1711"
"2013","BG",13645,"BG31","5","442.1023"
"2013","BG",13673,"BG31","3","626.2624"
"2013","BG",13674,"BG31","3","424.201"
"2013","BG",13741,"BG31","3","578.1562"
"2013","BG",13742,"BG31","2","424.7935"
"2013","BG",13775,"BG31","1","614.8878"
"2013","BG",13793,"BG31","1","1191.797"
"2013","BG",13796,"BG31","3","392.5563"
"2013","BG",13838,"BG31","2","186.5191"
"2013","BG",13871,"BG31","3","629.4614"
"2013","BG",13891,"BG31","1","290.9597"
"2013","BG",13906,"BG31","2","495.2178"
"2013","BG",13923,"BG31","3","672.3006"
"2013","BG",13941,"BG31","3","454.6147"
"2013","BG",13953,"BG31","2","605.3139"
"2013","BG",14001,"BG31","5","889.3527"
"2013","BG",14008,"BG31","3","347.4291"
"2013","BG",14031,"BG31","5","368.7267"
"2013","BG",14038,"BG31","2","1329.865"
"2013","BG",14069,"BG31","2","455.5958"
"2013","BG",14078,"BG31","3","1037.741"
"2013","BG",14091,"BG31","4","543.2229"
"2013","BG",14097,"BG31","5","455.2714"
"2013","BG",14180,"BG31","2","695.0115"
"2013","BG",14201,"BG31","2","368.9683"
"2013","BG",14254,"BG31","3","447.5666"
"2013","BG",14258,"BG31","1","980.672"
"2013","BG",14260,"BG31","5","940.5131"
"2013","BG",14266,"BG31","3","0"
"2013","BG",14332,"BG31","2","0"
"2013","BG",14348,"BG31","2","325.8571"
"2013","BG",14360,"BG31","4","751.5852"
"2013","BG",14445,"BG31","5","436.6523"
"2013","BG",14450,"BG31","4","722.4358"
"2013","BG",14486,"BG31","1","587.2052"
"2013","BG",14516,"BG31","4","976.0743"
"2013","BG",14530,"BG31","5","1019.65"
"2013","BG",14571,"BG31","1","2338.915"
"2013","BG",14619,"BG31","3","280.9061"
"2013","BG",14632,"BG31","3","814.9212"
"2013","BG",14663,"BG31","1","722.7341"
"2013","BG",14679,"BG31","3","448.7193"
"2013","BG",14687,"BG31","2","649.8443"
"2013","BG",14691,"BG31","1","251.7311"
"2013","BG",14702,"BG31","2","750.852"
"2013","BG",14718,"BG31","2","294.2808"
"2013","BG",14736,"BG31","3","382.4242"
"2013","BG",14738,"BG31","2","737.6963"
"2013","BG",14749,"BG31","2","518.5526"
"2013","BG",14787,"BG31","2","344.0897"
"2013","BG",14806,"BG31","5","731.539"
"2013","BG",14839,"BG31","1","1240.944"
"2013","BG",14893,"BG31","2","296.7775"
"2013","BG",14981,"BG31","1","340.4903"
"2013","BG",14991,"BG31","3","1251.635"
"2013","BG",15008,"BG31","1","424.7728"
