"DB010","DB020","DB030","DB040","DB062","DB090"
"2013","LT",2864,"LT00","NA","575.9442"
"2013","LT",2867,"LT00","NA","3866.929"
"2013","LT",2907,"LT00","NA","210.0395"
"2013","LT",2929,"LT00","NA","920.2691"
"2013","LT",2965,"LT00","NA","595.9174"
"2013","LT",2972,"LT00","NA","1084.976"
"2013","LT",2978,"LT00","NA","278.7536"
"2013","LT",2981,"LT00","NA","139.6967"
"2013","LT",2985,"LT00","NA","604.3696"
"2013","LT",3001,"LT00","NA","296.2433"
"2013","LT",3035,"LT00","NA","762.2538"
"2013","LT",3041,"LT00","NA","1156.138"
"2013","LT",3049,"LT00","NA","673.0055"
"2013","LT",3103,"LT00","NA","88.53074"
"2013","LT",3128,"LT00","NA","217.534"
"2013","LT",3168,"LT00","NA","250.4772"
"2013","LT",3244,"LT00","NA","272.5112"
"2013","LT",3249,"LT00","NA","938.7445"
"2013","LT",3311,"LT00","NA","155.288"
"2013","LT",3376,"LT00","NA","679.5467"
"2013","LT",3403,"LT00","NA","575.9442"
"2013","LT",3472,"LT00","NA","536.4591"
"2013","LT",3488,"LT00","NA","121.3027"
"2013","LT",3557,"LT00","NA","139.9166"
"2013","LT",3585,"LT00","NA","199.2087"
"2013","LT",3595,"LT00","NA","120.8063"
"2013","LT",3610,"LT00","NA","1068.725"
"2013","LT",3620,"LT00","NA","1161.679"
"2013","LT",3700,"LT00","NA","281.9148"
"2013","LT",3755,"LT00","NA","496.7086"
"2013","LT",3777,"LT00","NA","196.1505"
"2013","LT",3797,"LT00","NA","305.4767"
"2013","LT",3846,"LT00","NA","1000.34"
"2013","LT",3858,"LT00","NA","348.5915"
"2013","LT",3870,"LT00","NA","474.6171"
"2013","LT",3916,"LT00","NA","243.4992"
"2013","LT",3935,"LT00","NA","407.2645"
"2013","LT",3940,"LT00","NA","313.6409"
"2013","LT",3942,"LT00","NA","534.0407"
"2013","LT",3956,"LT00","NA","626.0783"
"2013","LT",3992,"LT00","NA","446.9457"
"2013","LT",4016,"LT00","NA","1068.114"
"2013","LT",4061,"LT00","NA","247.2704"
"2013","LT",4144,"LT00","NA","376.2394"
"2013","LT",4146,"LT00","NA","367.4054"
"2013","LT",4185,"LT00","NA","457.1414"
"2013","LT",4197,"LT00","NA","424.7989"
"2013","LT",4214,"LT00","NA","266.2415"
"2013","LT",4222,"LT00","NA","249.9256"
"2013","LT",4246,"LT00","NA","534.7231"
"2013","LT",4281,"LT00","NA","180.9537"
"2013","LT",4324,"LT00","NA","130.7675"
"2013","LT",4346,"LT00","NA","199.132"
"2013","LT",4358,"LT00","NA","279.869"
"2013","LT",4416,"LT00","NA","1471.574"
"2013","LT",4431,"LT00","NA","544.6159"
"2013","LT",4481,"LT00","NA","166.3699"
"2013","LT",4482,"LT00","NA","345.555"
"2013","LT",4501,"LT00","NA","237.8165"
"2013","LT",4526,"LT00","NA","415.5149"
"2013","LT",4540,"LT00","NA","274.7166"
"2013","LT",4576,"LT00","NA","802.9008"
"2013","LT",4583,"LT00","NA","710.9703"
"2013","LT",4612,"LT00","NA","173.123"
"2013","LT",4618,"LT00","NA","80.94901"
"2013","LT",4619,"LT00","NA","1334.353"
"2013","LT",4638,"LT00","NA","405.2087"
"2013","LT",4666,"LT00","NA","944.844"
"2013","LT",4667,"LT00","NA","448.7753"
"2013","LT",4673,"LT00","NA","170.3224"
"2013","LT",4733,"LT00","NA","769.1806"
"2013","LT",4790,"LT00","NA","958.0534"
"2013","LT",4795,"LT00","NA","321.3722"
"2013","LT",4848,"LT00","NA","179.8003"
"2013","LT",4892,"LT00","NA","1230.862"
"2013","LT",4905,"LT00","NA","1242.688"
"2013","LT",4970,"LT00","NA","980.0505"
"2013","LT",5095,"LT00","NA","263.5196"
"2013","LT",5118,"LT00","NA","1334.283"
"2013","LT",5138,"LT00","NA","132.3429"
"2013","LT",5146,"LT00","NA","849.1982"
"2013","LT",5148,"LT00","NA","320.1713"
"2013","LT",5164,"LT00","NA","100.2913"
"2013","LT",5169,"LT00","NA","136.3739"
"2013","LT",5206,"LT00","NA","325.8653"
"2013","LT",5226,"LT00","NA","641.0765"
"2013","LT",5257,"LT00","NA","2538.913"
"2013","LT",5292,"LT00","NA","410.1609"
"2013","LT",5300,"LT00","NA","198.7148"
"2013","LT",5312,"LT00","NA","601.9925"
"2013","LT",5371,"LT00","NA","236.8998"
"2013","LT",5372,"LT00","NA","223.2449"
"2013","LT",5389,"LT00","NA","255.2767"
"2013","LT",5422,"LT00","NA","2270.092"
"2013","LT",5429,"LT00","NA","368.5413"
"2013","LT",5448,"LT00","NA","2670.728"
"2013","LT",5473,"LT00","NA","666.5333"
"2013","LT",5492,"LT00","NA","610.5214"
"2013","LT",5498,"LT00","NA","403.0912"
"2013","LT",5607,"LT00","NA","693.0791"
"2013","LT",5637,"LT00","NA","95.80178"
"2013","LT",5647,"LT00","NA","64.32865"
"2013","LT",5656,"LT00","NA","952.3709"
"2013","LT",5673,"LT00","NA","344.3955"
"2013","LT",5699,"LT00","NA","153.523"
"2013","LT",5711,"LT00","NA","126.7184"
"2013","LT",5719,"LT00","NA","186.8307"
"2013","LT",5729,"LT00","NA","796.589"
"2013","LT",5746,"LT00","NA","687.5473"
"2013","LT",5763,"LT00","NA","788.0166"
"2013","LT",5765,"LT00","NA","465.778"
"2013","LT",5797,"LT00","NA","291.7138"
"2013","LT",5814,"LT00","NA","150.6595"
"2013","LT",5909,"LT00","NA","350.1874"
"2013","LT",5920,"LT00","NA","1063.699"
"2013","LT",5934,"LT00","NA","1101.741"
"2013","LT",5958,"LT00","NA","557.4842"
"2013","LT",6065,"LT00","NA","239.548"
"2013","LT",6087,"LT00","NA","434.361"
"2013","LT",6101,"LT00","NA","366.5003"
"2013","LT",6110,"LT00","NA","475.1297"
"2013","LT",6126,"LT00","NA","85.19105"
"2013","LT",6137,"LT00","NA","908.7221"
"2013","LT",6143,"LT00","NA","1033.228"
"2013","LT",6159,"LT00","NA","377.57"
"2013","LT",6205,"LT00","NA","536.9748"
"2013","LT",6271,"LT00","NA","212.3384"
"2013","LT",6332,"LT00","NA","711.0907"
"2013","LT",6339,"LT00","NA","238.1555"
"2013","LT",6437,"LT00","NA","546.2961"
"2013","LT",6452,"LT00","NA","296.2479"
"2013","LT",6453,"LT00","NA","115.0346"
"2013","LT",6478,"LT00","NA","150.7568"
"2013","LT",6491,"LT00","NA","4209.366"
"2013","LT",6546,"LT00","NA","945.3388"
"2013","LT",6549,"LT00","NA","215.6663"
"2013","LT",6556,"LT00","NA","340.9771"
"2013","LT",6558,"LT00","NA","280.6454"
"2013","LT",6642,"LT00","NA","228.9364"
"2013","LT",6650,"LT00","NA","219.95"
"2013","LT",6656,"LT00","NA","39.1947"
"2013","LT",6738,"LT00","NA","2670.728"
"2013","LT",6745,"LT00","NA","350.4562"
"2013","LT",6760,"LT00","NA","304.6957"
"2013","LT",6770,"LT00","NA","435.1909"
"2013","LT",6814,"LT00","NA","59.97083"
"2013","LT",6816,"LT00","NA","924.1358"
"2013","LT",6818,"LT00","NA","639.4913"
"2013","LT",6834,"LT00","NA","115.5"
"2013","LT",6896,"LT00","NA","237.2656"
"2013","LT",6973,"LT00","NA","277.8143"
"2013","LT",7009,"LT00","NA","99.53398"
"2013","LT",7031,"LT00","NA","1060.15"
"2013","LT",7052,"LT00","NA","858.1779"
"2013","LT",7059,"LT00","NA","236.9688"
"2013","LT",7131,"LT00","NA","813.9888"
"2013","LT",7162,"LT00","NA","1205.877"
"2013","LT",7206,"LT00","NA","604.3696"
"2013","LT",7220,"LT00","NA","447.6224"
"2013","LT",7230,"LT00","NA","50.88798"
"2013","LT",7338,"LT00","NA","277.1124"
"2013","LT",7362,"LT00","NA","230.269"
"2013","LT",7364,"LT00","NA","515.502"
"2013","LT",7369,"LT00","NA","3121.753"
"2013","LT",7376,"LT00","NA","503.1669"
"2013","LT",7384,"LT00","NA","565.9027"
"2013","LT",7398,"LT00","NA","348.5915"
"2013","LT",7404,"LT00","NA","48.69715"
"2013","LT",7417,"LT00","NA","121.4624"
"2013","LT",7454,"LT00","NA","117.3545"
"2013","LT",7457,"LT00","NA","389.5973"
"2013","LT",7472,"LT00","NA","289.7795"
"2013","LT",7488,"LT00","NA","482.5614"
"2013","LT",7491,"LT00","NA","313.5149"
"2013","LT",7551,"LT00","NA","357.6069"
"2013","LT",7553,"LT00","NA","710.9703"
"2013","LT",7603,"LT00","NA","1109.533"
"2013","LT",7655,"LT00","NA","238.1555"
"2013","LT",7692,"LT00","NA","444.8416"
"2013","LT",7740,"LT00","NA","529.926"
"2013","LT",7761,"LT00","NA","140.7349"
"2013","LT",7777,"LT00","NA","652.8357"
"2013","LT",7782,"LT00","NA","528.2661"
"2013","LT",7786,"LT00","NA","674.8417"
"2013","LT",7808,"LT00","NA","892.4934"
"2013","LT",7815,"LT00","NA","596.7174"
"2013","LT",7836,"LT00","NA","263.7269"
"2013","LT",7864,"LT00","NA","575.2976"
"2013","LT",7867,"LT00","NA","897.9205"
"2013","LT",7887,"LT00","NA","260.1276"
"2013","LT",7898,"LT00","NA","547.3613"
"2013","LT",7900,"LT00","NA","863.2655"
"2013","LT",7957,"LT00","NA","180.6603"
"2013","LT",8019,"LT00","NA","347.3165"
"2013","LT",8032,"LT00","NA","1248.108"
"2013","LT",8102,"LT00","NA","486.7313"
"2013","LT",8108,"LT00","NA","373.1498"
"2013","LT",8120,"LT00","NA","122.0042"
"2013","LT",8144,"LT00","NA","836.8031"
"2013","LT",8167,"LT00","NA","135.7129"
"2013","LT",8187,"LT00","NA","299.2356"
"2013","LT",8197,"LT00","NA","722.1557"
"2013","LT",8229,"LT00","NA","776.0789"
"2013","LT",8353,"LT00","NA","1198.396"
"2013","LT",8376,"LT00","NA","113.8087"
"2013","LT",8378,"LT00","NA","447.5303"
"2013","LT",8380,"LT00","NA","583.0001"
"2013","LT",8383,"LT00","NA","242.5579"
"2013","LT",8409,"LT00","NA","157.0296"
"2013","LT",8430,"LT00","NA","334.8673"
"2013","LT",8435,"LT00","NA","1941.382"
"2013","LT",8450,"LT00","NA","548.6194"
"2013","LT",8480,"LT00","NA","535.0663"
"2013","LT",8490,"LT00","NA","176.1434"
"2013","LT",8541,"LT00","NA","756.789"
"2013","LT",8553,"LT00","NA","1672.817"
"2013","LT",8559,"LT00","NA","712.9485"
"2013","LT",8565,"LT00","NA","832.0967"
"2013","LT",8568,"LT00","NA","687.5473"
"2013","LT",8589,"LT00","NA","822.4867"
"2013","LT",8650,"LT00","NA","2351.905"
"2013","LT",8680,"LT00","NA","158.9447"
"2013","LT",8813,"LT00","NA","150.4605"
"2013","LT",8827,"LT00","NA","203.4412"
"2013","LT",8841,"LT00","NA","345.506"
"2013","LT",8868,"LT00","NA","276.4569"
"2013","LT",8873,"LT00","NA","135.8316"
"2013","LT",8937,"LT00","NA","764.0167"
"2013","LT",8975,"LT00","NA","119.6433"
"2013","LT",8980,"LT00","NA","252.237"
"2013","LT",8984,"LT00","NA","39.1726"
"2013","LT",8985,"LT00","NA","111.827"
"2013","LT",9018,"LT00","NA","173.9434"
"2013","LT",9087,"LT00","NA","52.04997"
"2013","LT",9127,"LT00","NA","300.2542"
"2013","LT",9134,"LT00","NA","486.2426"
"2013","LT",9146,"LT00","NA","558.087"
"2013","LT",9150,"LT00","NA","387.7589"
"2013","LT",9160,"LT00","NA","452.4544"
"2013","LT",9171,"LT00","NA","813.9888"
"2013","LT",9187,"LT00","NA","338.3233"
"2013","LT",9192,"LT00","NA","1102.413"
"2013","LT",9252,"LT00","NA","397.4424"
"2013","LT",9278,"LT00","NA","231.3846"
"2013","LT",9295,"LT00","NA","118.8892"
"2013","LT",9358,"LT00","NA","396.2202"
"2013","LT",9359,"LT00","NA","765.6732"
"2013","LT",9403,"LT00","NA","81.14389"
"2013","LT",9447,"LT00","NA","352.2448"
"2013","LT",9487,"LT00","NA","324.5863"
"2013","LT",9494,"LT00","NA","831.5794"
"2013","LT",9502,"LT00","NA","383.0891"
"2013","LT",9539,"LT00","NA","432.4043"
"2013","LT",9552,"LT00","NA","3160.568"
"2013","LT",9578,"LT00","NA","231.3454"
"2013","LT",9587,"LT00","NA","647.8206"
"2013","LT",9605,"LT00","NA","269.9783"
"2013","LT",9636,"LT00","NA","1053.487"
"2013","LT",9738,"LT00","NA","66.30005"
"2013","LT",9745,"LT00","NA","78.48363"
"2013","LT",9749,"LT00","NA","312.4696"
"2013","LT",9776,"LT00","NA","263.487"
"2013","LT",9796,"LT00","NA","503.975"
"2013","LT",9799,"LT00","NA","375.5038"
"2013","LT",9834,"LT00","NA","649.1313"
"2013","LT",9875,"LT00","NA","634.7745"
"2013","LT",9963,"LT00","NA","39.40518"
"2013","LT",9970,"LT00","NA","839.3235"
"2013","LT",9982,"LT00","NA","150.4749"
"2013","LT",9997,"LT00","NA","1614.422"
"2013","LT",10031,"LT00","NA","199.2782"
"2013","LT",10058,"LT00","NA","267.551"
"2013","LT",10078,"LT00","NA","376.2394"
"2013","LT",10108,"LT00","NA","166.5861"
"2013","LT",10109,"LT00","NA","93.56693"
"2013","LT",10120,"LT00","NA","55.92429"
"2013","LT",10123,"LT00","NA","700.9319"
"2013","LT",10151,"LT00","NA","588.5894"
"2013","LT",10176,"LT00","NA","132.7278"
"2013","LT",10213,"LT00","NA","780.5771"
"2013","LT",10227,"LT00","NA","750.1994"
"2013","LT",10270,"LT00","NA","69.38204"
"2013","LT",10271,"LT00","NA","470.2308"
"2013","LT",10286,"LT00","NA","273.5427"
"2013","LT",10292,"LT00","NA","662.316"
"2013","LT",10316,"LT00","NA","168.8122"
"2013","LT",10330,"LT00","NA","757.1771"
"2013","LT",10339,"LT00","NA","40.61297"
"2013","LT",10342,"LT00","NA","1156.836"
"2013","LT",10379,"LT00","NA","487.7585"
"2013","LT",10412,"LT00","NA","1837.342"
"2013","LT",10438,"LT00","NA","364.3862"
"2013","LT",10453,"LT00","NA","765.1716"
"2013","LT",10455,"LT00","NA","593.3041"
"2013","LT",10459,"LT00","NA","101.4713"
"2013","LT",10469,"LT00","NA","746.3971"
"2013","LT",10521,"LT00","NA","1093.142"
"2013","LT",10588,"LT00","NA","242.4266"
"2013","LT",10596,"LT00","NA","623.546"
"2013","LT",10623,"LT00","NA","604.5479"
"2013","LT",10643,"LT00","NA","120.1541"
"2013","LT",10659,"LT00","NA","312.4696"
"2013","LT",10735,"LT00","NA","145.1923"
"2013","LT",10749,"LT00","NA","281.9148"
"2013","LT",10794,"LT00","NA","719.6276"
"2013","LT",10829,"LT00","NA","1163.126"
"2013","LT",10830,"LT00","NA","580.7388"
"2013","LT",10847,"LT00","NA","579.2005"
"2013","LT",10895,"LT00","NA","447.483"
"2013","LT",10900,"LT00","NA","279.9235"
"2013","LT",10912,"LT00","NA","1006.982"
"2013","LT",10947,"LT00","NA","110.1434"
"2013","LT",11025,"LT00","NA","78.27651"
"2013","LT",11073,"LT00","NA","348.2567"
"2013","LT",11097,"LT00","NA","811.0731"
"2013","LT",11109,"LT00","NA","69.39082"
"2013","LT",11110,"LT00","NA","1361.696"
"2013","LT",11161,"LT00","NA","187.8742"
"2013","LT",11211,"LT00","NA","571.4115"
"2013","LT",11222,"LT00","NA","647.7842"
"2013","LT",11229,"LT00","NA","339.1271"
"2013","LT",11241,"LT00","NA","1285.967"
"2013","LT",11242,"LT00","NA","55.06365"
"2013","LT",11259,"LT00","NA","142.0118"
"2013","LT",11271,"LT00","NA","2553.565"
"2013","LT",11277,"LT00","NA","193.358"
"2013","LT",11302,"LT00","NA","772.6395"
"2013","LT",11311,"LT00","NA","190.87"
"2013","LT",11343,"LT00","NA","386.8638"
"2013","LT",11410,"LT00","NA","33.25184"
"2013","LT",11433,"LT00","NA","129.612"
"2013","LT",11440,"LT00","NA","2392.204"
"2013","LT",11453,"LT00","NA","768.2431"
"2013","LT",11467,"LT00","NA","649.1313"
"2013","LT",11471,"LT00","NA","125.8363"
"2013","LT",11490,"LT00","NA","395.9217"
"2013","LT",11517,"LT00","NA","2392.204"
"2013","LT",11570,"LT00","NA","88.10923"
"2013","LT",11576,"LT00","NA","848.1132"
"2013","LT",11650,"LT00","NA","718.3689"
"2013","LT",11679,"LT00","NA","374.6808"
"2013","LT",11711,"LT00","NA","286.5143"
"2013","LT",11717,"LT00","NA","119.4108"
"2013","LT",11749,"LT00","NA","317.0259"
"2013","LT",11752,"LT00","NA","720.8769"
"2013","LT",11758,"LT00","NA","120.9614"
"2013","LT",11777,"LT00","NA","796.589"
"2013","LT",11859,"LT00","NA","3121.753"
"2013","LT",11877,"LT00","NA","352.176"
"2013","LT",11912,"LT00","NA","584.1895"
"2013","LT",11926,"LT00","NA","98.23548"
"2013","LT",11960,"LT00","NA","298.8555"
"2013","LT",11964,"LT00","NA","263.7117"
"2013","LT",11973,"LT00","NA","201.1153"
"2013","LT",12017,"LT00","NA","343.3583"
"2013","LT",12031,"LT00","NA","54.58923"
"2013","LT",12040,"LT00","NA","419.9465"
"2013","LT",12049,"LT00","NA","647.5446"
"2013","LT",12053,"LT00","NA","1005.936"
"2013","LT",12062,"LT00","NA","645.0539"
"2013","LT",12105,"LT00","NA","76.3608"
"2013","LT",12108,"LT00","NA","102.4277"
"2013","LT",12127,"LT00","NA","1454.476"
"2013","LT",12158,"LT00","NA","162.3855"
"2013","LT",12269,"LT00","NA","570.9848"
"2013","LT",12305,"LT00","NA","115.0346"
"2013","LT",12314,"LT00","NA","1285.967"
"2013","LT",12333,"LT00","NA","329.3495"
"2013","LT",12368,"LT00","NA","280.5983"
"2013","LT",12425,"LT00","NA","2446.967"
"2013","LT",12431,"LT00","NA","87.95475"
"2013","LT",12433,"LT00","NA","1523.374"
"2013","LT",12443,"LT00","NA","139.5803"
"2013","LT",12476,"LT00","NA","142.8511"
"2013","LT",12489,"LT00","NA","278.063"
"2013","LT",12592,"LT00","NA","141.4602"
"2013","LT",12618,"LT00","NA","537.3538"
"2013","LT",12632,"LT00","NA","1156.138"
"2013","LT",12636,"LT00","NA","891.2213"
"2013","LT",12637,"LT00","NA","390.895"
"2013","LT",12655,"LT00","NA","480.0985"
"2013","LT",12660,"LT00","NA","1286.575"
"2013","LT",12671,"LT00","NA","264.0445"
"2013","LT",12703,"LT00","NA","395.2051"
"2013","LT",12750,"LT00","NA","929.6159"
"2013","LT",12770,"LT00","NA","340.9329"
"2013","LT",12779,"LT00","NA","352.9038"
"2013","LT",12799,"LT00","NA","595.1226"
"2013","LT",12803,"LT00","NA","245.7995"
"2013","LT",12812,"LT00","NA","233.0795"
"2013","LT",12873,"LT00","NA","338.3233"
"2013","LT",12887,"LT00","NA","1569.76"
"2013","LT",12889,"LT00","NA","365.1006"
"2013","LT",12914,"LT00","NA","210.6763"
"2013","LT",12932,"LT00","NA","863.2655"
"2013","LT",12989,"LT00","NA","39.85425"
"2013","LT",13005,"LT00","NA","107.0858"
"2013","LT",13013,"LT00","NA","562.6979"
"2013","LT",13063,"LT00","NA","623.546"
"2013","LT",13117,"LT00","NA","389.3514"
"2013","LT",13139,"LT00","NA","943.4407"
"2013","LT",13159,"LT00","NA","272.7928"
"2013","LT",13171,"LT00","NA","750.1994"
"2013","LT",13183,"LT00","NA","655.1226"
"2013","LT",13191,"LT00","NA","924.7236"
"2013","LT",13213,"LT00","NA","660.9925"
"2013","LT",13223,"LT00","NA","198.7148"
"2013","LT",13231,"LT00","NA","80.75099"
"2013","LT",13247,"LT00","NA","131.6867"
"2013","LT",13284,"LT00","NA","1250.548"
"2013","LT",13302,"LT00","NA","347.7394"
"2013","LT",13326,"LT00","NA","214.2682"
"2013","LT",13339,"LT00","NA","128.672"
"2013","LT",13351,"LT00","NA","620.1967"
"2013","LT",13383,"LT00","NA","179.0289"
"2013","LT",13408,"LT00","NA","195.6412"
"2013","LT",13451,"LT00","NA","1441.059"
"2013","LT",13456,"LT00","NA","405.0279"
"2013","LT",13499,"LT00","NA","241.7747"
"2013","LT",13505,"LT00","NA","849.1982"
"2013","LT",13507,"LT00","NA","151.5604"
"2013","LT",13546,"LT00","NA","381.784"
"2013","LT",13592,"LT00","NA","138.4487"
"2013","LT",13606,"LT00","NA","574.7974"
"2013","LT",13673,"LT00","NA","183.3499"
"2013","LT",13709,"LT00","NA","575.5743"
"2013","LT",13739,"LT00","NA","2351.905"
"2013","LT",13842,"LT00","NA","142.7082"
"2013","LT",13861,"LT00","NA","312.4696"
"2013","LT",13901,"LT00","NA","751.1991"
"2013","LT",13923,"LT00","NA","98.49726"
"2013","LT",13975,"LT00","NA","128.0315"
"2013","LT",13984,"LT00","NA","281.9148"
"2013","LT",13995,"LT00","NA","278.9302"
"2013","LT",13998,"LT00","NA","560.3668"
"2013","LT",14017,"LT00","NA","943.4407"
"2013","LT",14061,"LT00","NA","211.802"
"2013","LT",14101,"LT00","NA","382.9618"
"2013","LT",14124,"LT00","NA","148.3482"
"2013","LT",14128,"LT00","NA","93.58411"
"2013","LT",14144,"LT00","NA","564.1835"
"2013","LT",14175,"LT00","NA","128.414"
"2013","LT",14176,"LT00","NA","287.6008"
"2013","LT",14180,"LT00","NA","160.4474"
"2013","LT",14194,"LT00","NA","344.1147"
"2013","LT",14303,"LT00","NA","1966.525"
"2013","LT",14320,"LT00","NA","334.8673"
"2013","LT",14321,"LT00","NA","582.3462"
"2013","LT",14373,"LT00","NA","435.9695"
"2013","LT",14374,"LT00","NA","454.9744"
"2013","LT",14496,"LT00","NA","652.8357"
"2013","LT",14518,"LT00","NA","203.4043"
"2013","LT",14559,"LT00","NA","450.3054"
"2013","LT",14560,"LT00","NA","158.3923"
"2013","LT",14568,"LT00","NA","260.4136"
"2013","LT",14585,"LT00","NA","266.2415"
"2013","LT",14600,"LT00","NA","574.7974"
"2013","LT",14656,"LT00","NA","325.9068"
