RB010,RB020,RB030,RB031,RB031_F,RB050,RB050_F,RB070,RB070_F,RB080,RB080_F,RB090,RB090_F,RB200,RB200_F,RB210,RB210_F,RB220,RB220_F,RB230,RB230_F,RB240,RB240_F,RB245,RB245_F,RB250,RB250_F,RB260,RB260_F,RB270,RB270_F,RL010,RL010_F,RL020,RL020_F,RL030,RL030_F,RL040,RL040_F,RL050,RL050_F,RL060,RL060_F,RL070,RL070_F,RX010,RX020,RX030,RX040,RX050,RX060,RX070
2013,FR,540801,,,"4079,7947908445",,2,,1932,,2,,1,,1,,,,,,,,,,11,,,,,,26,,,,,,,,,,,,,,,,,,,,
2013,FR,564901,,,"4079,7947908445",,2,,1954,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,566701,,,"4079,7947908445",,1,,1956,,2,,1,,4,,,,,,,,,,11,,,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,581201,,,"4079,7947908445",,2,,1988,,1,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,584801,,,"4079,7947908445",,3,,1985,,2,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,586101,,,"4079,7947908445",,4,,1932,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,0,,,,,,,,,,,,
2013,FR,587201,,,"4079,7947908445",,4,,1963,,2,,1,,3,,,,,,,,,,,,2,,,,,,,,9,,,,,,0,,,,,,,,,,
2013,FR,624601,,,"4079,7947908445",,4,,1948,,2,,1,,1,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,625001,,,"4079,7947908445",,4,,1960,,1,,1,,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,644201,,,"4079,7947908445",,2,,1959,,1,,1,,4,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,661001,,,"4079,7947908445",,3,,1936,,2,,1,,1,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,663001,,,"4079,7947908445",,2,,1932,,2,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,,,0,,,,,,,,,,,,
2013,FR,663401,,,"4079,7947908445",,4,,1988,,1,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,678001,,,"4079,7947908445",,4,,1937,,1,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,678901,,,"4079,7947908445",,4,,1937,,1,,1,,1,,,,,,,,,,11,,5,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,707601,,,"4079,7947908445",,2,,1941,,2,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,0,,0,,,,,,,,,,,,
2013,FR,722001,,,"4079,7947908445",,4,,1971,,1,,1,,1,,,,,,,,,,,,2,,,,,,,,,,36,,,,,,,,,,,,,,
2013,FR,727901,,,"4079,7947908445",,4,,1938,,2,,1,,1,,,,,,,,,,11,,,,,,,,,,,,0,,0,,,,,,,,,,,,
2013,FR,741101,,,"4079,7947908445",,2,,1932,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,755401,,,"4079,7947908445",,1,,1949,,1,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,755501,,,"4079,7947908445",,3,,1932,,2,,1,,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,789401,,,"4079,7947908445",,2,,1949,,2,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,,,0,,,,,,,,,,,,
2013,FR,809901,,,"4079,7947908445",,4,,1986,,2,,1,,3,,,,,,,,,,11,,5,,,,,,,,0,,,,,,0,,,,,,,,,,
2013,FR,814801,,,"4079,7947908445",,4,,1943,,2,,1,,3,,,,,,,,,,11,,5,,,,,,,,0,,,,0,,0,,,,,,,,,,
2013,FR,818301,,,"4079,7947908445",,1,,1934,,2,,1,,3,,,,,,,,,,,,5,,,,,,,,,,0,,0,,,,,,,,,,,,
2013,FR,825101,,,"4079,7947908445",,4,,1956,,2,,1,,4,,,,,,,,,,11,,,,,,,,24,,,,,,,,,,,,,,,,,,
2013,FR,829601,,,"4079,7947908445",,2,,1953,,2,,1,,4,,,,,,,,,,11,,5,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,838101,,,"4079,7947908445",,1,,1971,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,0,,,,0,,,,,,,,,,,,
2013,FR,841401,,,"4079,7947908445",,2,,1958,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,
2013,FR,849901,,,"4079,7947908445",,3,,1976,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,0,,,,,,,,,,,,
2013,FR,857001,,,"4079,7947908445",,1,,1981,,1,,1,,1,,,,,,,,,,11,,,,,,32,,24,,,,,,,,0,,,,,,,,,,
2013,FR,878401,,,"4079,7947908445",,4,,1956,,2,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,879101,,,"4079,7947908445",,1,,1932,,2,,1,,3,,,,,,,,,,11,,5,,,,,,30,,,,,,,,,,,,,,,,,,
2013,FR,904601,,,"4079,7947908445",,1,,1986,,2,,1,,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,905801,,,"4079,7947908445",,4,,1987,,1,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,906601,,,"4079,7947908445",,4,,1988,,2,,1,,4,,,,,,,,,,,,,,,,24,,,,,,0,,,,,,,,,,,,,,
2013,FR,909101,,,"4079,7947908445",,3,,1984,,1,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,10,,,,,,,,,,,,,,
2013,FR,909601,,,"4079,7947908445",,2,,1971,,2,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,931901,,,"4079,7947908445",,1,,1932,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,940101,,,"4079,7947908445",,3,,1953,,1,,1,,1,,,,,,,,,,11,,5,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,946201,,,"4079,7947908445",,4,,1983,,2,,1,,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,947301,,,"4079,7947908445",,3,,1932,,2,,1,,3,,,,,,,,,,11,,,,,,24,,,,,,,,,,,,,,,,,,,,
2013,FR,950501,,,"4079,7947908445",,3,,1978,,2,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,951801,,,"4079,7947908445",,4,,1979,,1,,1,,4,,,,,,,,,,11,,5,,,,,,,,,,,,6,,,,,,,,,,,,
2013,FR,954601,,,"4079,7947908445",,1,,1938,,2,,1,,3,,,,,,,,,,11,,2,,,,26,,,,,,,,,,,,,,,,,,,,
2013,FR,955101,,,"4079,7947908445",,4,,1933,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,6,,0,,,,,,,,,,,,,,
2013,FR,963101,,,"4079,7947908445",,2,,1979,,2,,1,,1,,,,,,,,,,11,,5,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,975101,,,"4079,7947908445",,2,,1971,,1,,1,,1,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,988401,,,"4079,7947908445",,3,,1966,,2,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,,,0,,,,,,,,,,,,
2013,FR,999301,,,"4079,7947908445",,3,,1937,,2,,1,,2,,,,,,,,,,11,,5,,,,0,,,,,,,,,,,,,,,,,,,,
2013,FR,1001601,,,"4079,7947908445",,4,,1977,,1,,1,,2,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1002801,,,"4079,7947908445",,2,,1978,,1,,1,,2,,,,,,,,,,11,,2,,,,,,,,,,,,44,,,,,,,,,,,,
2013,FR,1028301,,,"4079,7947908445",,1,,1977,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1041801,,,"4079,7947908445",,2,,1952,,2,,1,,4,,,,,,,,,,11,,2,,,,,,30,,,,,,,,,,,,,,,,,,
2013,FR,1055001,,,"4079,7947908445",,2,,1966,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1055501,,,"4079,7947908445",,3,,1949,,2,,1,,3,,,,,,,,,,11,,5,,,,,,,,,,0,,0,,0,,,,,,,,,,
2013,FR,1056701,,,"4079,7947908445",,4,,1947,,1,,1,,1,,,,,,,,,,11,,5,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1059701,,,"4079,7947908445",,2,,1983,,1,,1,,1,,,,,,,,,,11,,2,,,,,,35,,,,0,,,,,,,,,,,,,,
2013,FR,1082001,,,"4079,7947908445",,2,,1939,,2,,1,,4,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1102101,,,"4079,7947908445",,3,,1937,,1,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1119001,,,"4079,7947908445",,2,,1942,,2,,1,,4,,,,,,,,,,,,2,,,,,,24,,,,,,,,,,,,,,,,,,
2013,FR,1124701,,,"4079,7947908445",,4,,1948,,2,,1,,3,,,,,,,,,,11,,2,,,,,,0,,,,,,0,,,,,,,,,,,,
2013,FR,1155001,,,"4079,7947908445",,2,,1934,,2,,1,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1168201,,,"4079,7947908445",,2,,1954,,2,,1,,3,,,,,,,,,,11,,5,,,,,,,,,,,,0,,10,,,,,,,,,,
2013,FR,1181001,,,"4079,7947908445",,1,,1965,,2,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,1187101,,,"4079,7947908445",,1,,1947,,1,,1,,4,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1193701,,,"4079,7947908445",,3,,1937,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1201301,,,"4079,7947908445",,2,,1937,,2,,1,,1,,,,,,,,,,,,5,,,,,,,,,,,,,,23,,,,,,,,,,
2013,FR,1231801,,,"4079,7947908445",,2,,1982,,1,,1,,3,,,,,,,,,,11,,5,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,1260301,,,"4079,7947908445",,1,,1959,,2,,1,,3,,,,,,,,,,11,,5,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1263901,,,"4079,7947908445",,2,,1963,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,1264501,,,"4079,7947908445",,1,,1984,,2,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1277301,,,"4079,7947908445",,3,,1987,,2,,1,,2,,,,,,,,,,11,,2,,,,,,,,,,,,2,,,,,,,,,,,,
2013,FR,1278901,,,"4079,7947908445",,1,,1945,,1,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2013,FR,1282201,,,"4079,7947908445",,4,,1970,,1,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,0,,0,,,,,,,,,,,,
2013,FR,1285601,,,"4079,7947908445",,3,,1991,,2,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2013,FR,1302101,,,"4079,7947908445",,3,,1948,,2,,1,,4,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1309201,,,"4079,7947908445",,2,,1969,,1,,1,,1,,,,,,,,,,11,,2,,,,,,,,0,,,,,,0,,,,,,,,,,
2013,FR,1315101,,,"4079,7947908445",,4,,1955,,1,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1317601,,,"4079,7947908445",,1,,1973,,1,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1324401,,,"4079,7947908445",,4,,1981,,1,,1,,3,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1331601,,,"4079,7947908445",,3,,1965,,1,,1,,1,,,,,,,,,,11,,2,,,,24,,,,,,,,,,,,,,,,,,,,
2013,FR,1335201,,,"4079,7947908445",,3,,1932,,2,,1,,4,,,,,,,,,,11,,,,,,0,,,,,,,,,,0,,,,,,,,,,
2013,FR,1354101,,,"4079,7947908445",,1,,1941,,1,,1,,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1358901,,,"4079,7947908445",,1,,1932,,2,,1,,3,,,,,,,,,,11,,5,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,1363001,,,"4079,7947908445",,2,,1954,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,0,,0,,,,,,,,,,,,,,
2013,FR,1368601,,,"4079,7947908445",,4,,1932,,2,,1,,2,,,,,,,,,,,,5,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,1368801,,,"4079,7947908445",,1,,1944,,1,,1,,1,,,,,,,,,,11,,,,,,,,,,,,,,,,6,,,,,,,,,,
2013,FR,1369901,,,"4079,7947908445",,2,,1963,,1,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1393101,,,"4079,7947908445",,1,,1948,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1394901,,,"4079,7947908445",,2,,1941,,1,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1398401,,,"4079,7947908445",,4,,1945,,2,,1,,4,,,,,,,,,,11,,,,,,,,,,0,,,,,,0,,,,,,,,,,
2013,FR,1411201,,,"4079,7947908445",,3,,1971,,2,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1422701,,,"4079,7947908445",,2,,1987,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1426601,,,"4079,7947908445",,4,,1968,,1,,1,,3,,,,,,,,,,11,,5,,,,,,,,,,4,,0,,,,,,,,,,,,
2013,FR,1429901,,,"4079,7947908445",,4,,1978,,2,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1452501,,,"4079,7947908445",,1,,1945,,2,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1454801,,,"4079,7947908445",,3,,1938,,2,,1,,1,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1458401,,,"4079,7947908445",,3,,1942,,2,,1,,4,,,,,,,,,,11,,,,,,0,,,,,,,,,,,,,,,,,,,,
2013,FR,1464901,,,"4079,7947908445",,1,,1932,,2,,1,,4,,,,,,,,,,11,,,,,,,,,,,,,,0,,,,,,,,,,,,
2013,FR,1467201,,,"4079,7947908445",,2,,1942,,2,,1,,2,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1485301,,,"4079,7947908445",,1,,1949,,2,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,,,,,0,,,,,,,,,,
2013,FR,1494301,,,"4079,7947908445",,1,,1984,,1,,1,,1,,,,,,,,,,,,5,,,,,,,,,,0,,,,0,,,,,,,,,,
2013,FR,1499001,,,"4079,7947908445",,3,,1983,,1,,1,,3,,,,,,,,,,11,,2,,,,,,,,0,,,,,,,,,,,,,,,,
2013,FR,1506601,,,"4079,7947908445",,2,,1973,,1,,1,,1,,,,,,,,,,,,2,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,1517401,,,"4079,7947908445",,4,,1954,,2,,1,,1,,,,,,,,,,11,,5,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1523701,,,"4079,7947908445",,1,,1939,,2,,1,,4,,,,,,,,,,11,,5,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1524901,,,"4079,7947908445",,1,,1958,,2,,1,,4,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1536801,,,"4079,7947908445",,1,,1954,,2,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,,,,,0,,,,,,,,,,
2013,FR,1541001,,,"4079,7947908445",,1,,1935,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,0,,,,,,,,,,,,,,,,
2013,FR,1548801,,,"4079,7947908445",,2,,1973,,2,,1,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1560201,,,"4079,7947908445",,3,,1938,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,0,,,,0,,0,,,,,,,,,,
2013,FR,1568201,,,"4079,7947908445",,2,,1987,,1,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1569101,,,"4079,7947908445",,1,,1983,,1,,1,,3,,,,,,,,,,11,,5,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1578701,,,"4079,7947908445",,4,,1978,,1,,1,,3,,,,,,,,,,11,,2,,,,16,,24,,,,,,,,,,,,,,,,,,
2013,FR,1582801,,,"4079,7947908445",,3,,1938,,2,,1,,3,,,,,,,,,,11,,5,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1592701,,,"4079,7947908445",,3,,1932,,2,,1,,3,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1616101,,,"4079,7947908445",,2,,1965,,1,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1621501,,,"4079,7947908445",,4,,1937,,1,,1,,4,,,,,,,,,,11,,,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,1644001,,,"4079,7947908445",,3,,1937,,1,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,,,,,0,,,,,,,,,,
2013,FR,1645301,,,"4079,7947908445",,3,,1950,,2,,1,,3,,,,,,,,,,11,,5,,,,,,,,,,,,,,,,,,,,,,,,
