"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HD080","HD100","HD110","HD120","HD140","HD150","HD160","HD170","HD180","HD190","HD200","HD210","HD220","HD240","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120"
"2013","BG",208,"2","2013","20",1527,1523,166,166,,,,,,,,166,0,0,0,0,,0,,0,0,4,,0,,"NA","3","NA","2","1","2","1","1","2","1","1","1","1022.6","1","NA","2","2","2","2","1","1","2","2","1","NA","332.34","51.13","818.08","3","1","3","1","NA","1","NA","NA","1","NA","NA","1","NA","NA","NA","NA",,"1",1,,,,,
"2013","BG",230,"2","2013","20",882,863,0,0,,,,,,,,0,0,0,0,0,,0,,0,20,0,,0,,"NA","3","NA","2","2","1","1","1","1","1","1","1","511.3","2","NA","2","1","2","2","4","1","3","2","2","NA","40.9","90.5","NA","2","1","3","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","BG",328,"2","2013","10",2256,2237,0,0,,,,,,,,0,0,307,0,0,,0,,0,19,0,,0,,"NA","3","NA","2","2","1","1","1","1","1","2","1","1431.64","1","NA","2","2","2","2","4","1","2","2","2","NA","30.68","92.03","NA","1","1","2","1","NA","NA","2","3","1","1","2","2","NA","2","NA","1",,"1",1,,,,,
"2013","BG",355,"2","2013","35",2134,2120,0,0,,,,,,,,0,0,0,0,0,,0,,0,14,0,,0,,"3","3","NA","2","1","2","1","2","1","1","1","2","511.3","1","NA","2","2","2","1","1","1","3","2","1","NA","NA","190.71","NA","1","1","3","NA","NA","NA","1","NA","NA","1","2","1","NA","2","NA","NA",,"1",1,,,,,
"2013","BG",356,"2","2013","27",3718,3681,339,339,,,,,,,,339,0,0,0,0,,2665,,0,36,0,,0,,"NA","1","NA","1","1","1","1","1","1","1","3","5","1022.6","2","NA","2","2","2","2","4","1","2","2","1","NA","204.52","143.16","NA","1","1","1","1","1","1","NA","1","1","1","2","2","1","3","2","NA",,"1",1,,,,,
"2013","BG",405,"2","2013","10",4224,3570,281,281,,,,,,,,281,0,0,0,0,,0,,0,0,0,,654,,"NA","3","NA","1","2","1","1","1","1","1","1","3","1022.6","1","NA","2","2","2","1","4","1","4","2","1","NA","NA","123.22","NA","1","1","2","NA","NA","NA","1","NA","NA","NA","2","NA","NA","NA","2","NA",,"1",1,,,,,
"2013","BG",432,"2","2013","40",8299,8268,0,0,,,,,,,,0,0,984,0,0,,0,,0,31,0,,0,,"NA","3","NA","1","2","2","1","1","3","1","1","2","2045.2","1","NA","2","2","1","1","3","1","3","2","2","NA","NA","326.21","NA","1","3","3","2","1","NA","NA","1","3","3","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","BG",442,"2","2013","25",882,875,0,0,,,,,,,,0,0,0,0,0,,0,,0,7,0,,0,,"NA","3","NA","2","1","2","1","1","1","1","1","4","511.3","2","NA","2","2","2","2","4","1","3","2","2","NA","NA","166.17","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA",,"1",1,,,,,
"2013","BG",460,"2","2013","15",1884,1875,0,0,,,,,,,,0,0,0,0,0,,0,,0,9,0,,0,,"NA","3","NA","2","1","2","1","3","3","1","2","2","562.43","2","NA","2","2","2","2","1","1","2","2","2","NA","30.68","68","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","1",,"1",1,,,,,
"2013","BG",462,"2","2013","25",1668,1643,0,0,,,,,,,,0,0,0,0,0,,0,,0,25,0,,0,,"NA","1","NA","2","2","1","1","1","3","1","2","3","306.78","1","NA","2","1","2","2","1","5","4","2","1","NA","86.92","59.31","NA","1","2","2","NA","NA","NA","NA","NA","NA","NA","3","1","2","NA","NA","NA",,"1",1,,,,,
"2013","BG",504,"2","2013","30",3792,3779,213,213,,,,,,,,213,0,0,0,1064,,0,,0,13,0,,0,,"3","3","NA","2","2","2","1","1","3","2","1","1","511.3","2","1","2","2","2","2","2","1","3","2","1","NA","76.69","44.99","NA","1","1","2","NA","NA","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","BG",515,"2","2013","40",1858,1857,0,0,,,,,,,,0,0,0,0,0,,0,,0,1,0,,0,,"NA","2","NA","2","2","1","1","1","3","1","1","2","1533.9","1","1","2","2","2","2","1","1","4","2","1","NA","30.68","272.01","NA","1","2","1","NA","NA","NA","NA","NA","2","NA","1","1","2","NA","NA","1",,"1",1,,,,,
"2013","BG",540,"3","2013","30",3892,2976,0,0,,,,,,,,0,0,0,0,0,,0,,0,208,0,,707,,"NA","2","NA","2","2","2","1","1","2","1","1","3","511.3","2","NA","2","2","2","2","1","2","2","2","1","NA","102.26","138.05","NA","1","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA",,"1",1,,,,,
"2013","BG",546,"2","2013","15",1312,1294,0,0,,,,,,,,0,0,435,0,0,,0,,0,18,0,,0,,"NA","NA","NA","1","1","2","1","1","3","1","1","2","511.3","2","NA","2","2","2","2","1","1","3","2","1","NA","127.82","194.29","NA","1","1","2","NA","NA","NA","2","1","2","1","2","3","NA","NA","NA","NA",,"1",1,,,,,
"2013","BG",598,"2","2013","15",3320,3305,0,0,,,,,,,,0,0,0,0,0,,0,,0,16,0,,0,,"NA","2","NA","2","2","2","1","1","1","1","1","4","511.3","1","NA","2","2","2","1","2","1","4","2","2","NA","127.82","227.53","NA","1","1","2","NA","1","NA","NA","NA","NA","NA","NA","1","NA","NA","1","NA",,"1",1,,,,,
"2013","BG",603,"2","2013","30",2304,2271,33,33,,,,,,,,33,0,34,0,0,,0,,0,34,0,,0,,"NA","3","NA","2","2","2","1","1","3","1","3","1","766.95","1","1","2","2","2","2","1","1","4","2","2","NA","NA","4.09","NA","2","1","2","NA","1","2","1","2","1","NA","3","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","BG",641,"2","2013","15",5298,5264,0,0,,,,,,,,0,0,0,0,3038,,0,,0,35,0,,0,,"NA","3","NA","1","1","2","1","1","2","2","1","2","613.56","2","NA","1","1","2","1","1","1","4","2","1","NA","51.13","173.84","NA","1","1","2","NA","2","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","BG",741,"2","2013","22",6729,6715,22,22,,,,,,,,22,0,0,0,0,,0,,0,14,0,,0,,"NA","2","NA","1","2","1","1","1","3","1","1","2","1022.6","2","NA","2","2","2","2","1","1","3","2","2","NA","51.13","51.13","NA","1","1","3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","BG",758,"2","2013","20",1547,1523,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,23,,"NA","3","NA","2","1","1","1","1","3","2","3","1","306.78","2","NA","2","2","2","2","1","1","3","2","1","NA","51.13","81.81","NA","3","1","2","1","NA","2","NA","NA","2","2","NA","NA","NA","NA","2","2",,"1",1,,,,,
"2013","BG",787,"2","2013","20",727,720,0,0,,,,,,,,0,0,0,0,0,,0,,0,7,0,,0,,"NA","3","NA","2","2","2","1","1","1","1","3","2","1278.25","2","NA","2","2","2","1","1","1","1","2","1","NA","51.13","86.92","NA","1","3","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","BG",846,"2","2013","15",1828,1823,0,0,,,,,,,,0,0,0,0,0,,0,,0,5,0,,0,,"3","3","NA","2","2","1","1","1","3","2","1","1","409.04","2","NA","2","2","2","2","4","1","3","2","2","NA","51.13","65.96","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA",,"1",1,,,,,
"2013","BG",861,"2","2013","20",1553,1174,605,605,,,,,,,,605,0,0,0,0,,0,,0,378,0,,0,,"NA","2","NA","1","1","2","1","1","1","1","3","3","1022.6","1","NA","2","2","2","1","4","1","3","1","2","NA","102.26","66.47","NA","1","1","3","NA","NA","1","NA","2","2","NA","NA","NA","2","2","2","NA",,"1",1,,,,,
"2013","BG",865,"2","2013","18",2908,2907,0,0,,,,,,,,0,0,0,0,0,,0,,0,1,0,,0,,"NA","3","NA","2","2","2","1","1","1","2","3","1","1022.6","3","NA","2","1","2","2","1","1","2","2","1","NA","102.26","92.03","NA","1","1","2","NA","NA","2","NA","NA","NA","NA","1","NA","NA","NA","NA","3",,"1",1,,,,,
"2013","BG",866,"2","2013","10",2538,2283,0,0,,,,,,,,0,0,0,0,0,,0,,0,255,0,,0,,"NA","3","3","2","1","2","1","1","1","1","2","3","664.69","2","NA","2","2","2","1","1","1","3","2","1","NA","102.26","123.22","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA",,"1",1,,,,,
"2013","BG",870,"2","2013","15",4289,4272,132,132,,,,,,,,132,0,0,0,0,,0,,0,18,0,,0,,"NA","1","NA","2","1","2","1","1","3","1","1","3","306.78","1","NA","2","2","2","2","4","5","4","2","1","NA","204.52","117.09","NA","1","3","2","NA","1","NA","1","NA","NA","1","NA","NA","1","NA","1","NA",,"1",1,,,,,
"2013","BG",931,"3","2013","20",1366,1334,0,0,,,,,,,,0,0,0,0,0,,0,,0,32,0,,0,,"NA","2","NA","1","2","2","2","1","3","1","3","4","511.3","2","NA","2","2","2","2","4","1","3","2","2","NA","30.68","97.15","NA","1","1","2","NA","2","2","2","1","NA","1","NA","NA","NA","1","NA","2",,"1",1,,,,,
"2013","BG",1024,"2","2013","30",1120,666,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,453,,"NA","3","NA","2","2","1","1","1","1","1","1","4","511.3","1","NA","2","2","1","1","1","5","2","1","2","NA","255.65","77.21","NA","1","1","1","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","BG",1044,"2","2013","15",2868,2855,11,11,,,,,,,,11,0,0,0,993,,455,,0,3,0,,10,,"3","3","NA","2","2","1","1","1","1","1","1","2","1022.6","2","2","2","2","2","2","4","1","3","2","1","NA","127.82","91.01","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA",,"1",1,,,,,
"2013","BG",1095,"3","2013","40",11009,9528,0,0,,,,,,,,0,0,0,0,0,,0,,0,1481,0,,0,,"NA","1","NA","2","1","1","1","1","1","1","1","1","613.56","2","NA","2","2","2","2","1","1","2","2","2","NA","76.69","74.14","NA","1","1","1","2","1","NA","NA","1","2","NA","NA","NA","2","NA","NA","1",,"1",1,,,,,
"2013","BG",1098,"2","2013","30",1701,1233,0,0,,,,,,,,0,0,0,0,0,,0,,0,468,0,,0,,"NA","3","NA","1","1","2","1","1","1","1","1","3","1431.64","1","NA","2","2","2","2","1","1","2","2","2","NA","511.3","58.17","NA","1","1","2","NA","NA","NA","1","NA","NA","NA","1","NA","NA","2","NA","NA",,"1",1,,,,,
"2013","BG",1127,"3","2013","30",1362,1358,45,45,,,,,,,,45,0,0,0,144,,0,,0,4,0,,0,,"NA","3","NA","2","2","1","1","1","1","1","3","1","766.95","1","NA","2","2","2","1","4","1","4","2","2","NA","92.03","84.36","NA","2","1","2","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","BG",1190,"2","2013","14",1014,986,0,0,,,,,,,,0,0,0,0,56,,0,,0,0,0,,28,,"NA","3","3","2","1","2","1","1","3","1","3","1","1022.6","2","NA","2","2","2","1","1","1","4","2","2","NA","127.82","181.51","NA","1","1","2","1","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","BG",1199,"2","2013","17",1152,1141,0,0,,,,,,,,0,0,0,0,0,,0,,0,11,0,,0,,"NA","3","NA","1","2","2","1","1","2","1","1","1","1022.6","2","NA","2","2","2","1","1","1","3","1","1","NA","40.9","158.5","NA","1","1","2","1","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","2",,"1",1,,,,,
"2013","BG",1201,"2","2013","30",2230,2192,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,39,,"NA","3","NA","2","1","2","1","1","3","1","2","2","715.82","1","NA","2","2","2","1","1","1","3","2","1","NA","76.69","30.68","NA","1","1","2","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","BG",1247,"2","2013","15",382,378,0,0,,,,,,,,0,0,0,0,0,,0,,0,3,0,,0,,"NA","2","NA","2","2","2","1","1","3","1","2","3","1278.25","2","NA","2","2","2","2","1","1","4","2","1","NA","51.13","57.27","NA","1","1","2","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA","2",,"1",1,,,,,
"2013","BG",1252,"2","2013","30",1900,1890,0,0,,,,,,,,0,0,0,0,0,,0,,0,10,0,,0,,"1","3","NA","1","1","1","1","1","1","1","3","3","409.04","3","1","2","2","2","2","4","1","3","2","2","NA","51.13","76.69","NA","3","1","2","NA","NA","1","NA","NA","1","NA","NA","NA","NA","2","NA","NA",,"1",1,,,,,
"2013","BG",1258,"2","2013","30",2653,443,0,0,,,,,,,,0,0,0,0,0,,0,,0,88,0,,2123,,"NA","2","NA","1","1","2","1","1","3","1","2","3","153.39","1","NA","2","1","2","2","1","1","4","2","2","NA","NA","53.69","NA","2","1","1","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","2",,"1",1,,,,,
"2013","BG",1317,"2","2013","40",3839,3839,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,0,,"NA","3","NA","1","2","1","1","1","1","1","3","4","766.95","1","NA","2","1","2","2","3","1","6","1","2","NA","102.26","196.34","NA","1","3","2","NA","1","1","NA","NA","1","NA","2","NA","2","1","2","1",,"1",1,,,,,
"2013","BG",1332,"2","2013","10",1209,1208,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1,,"NA","3","NA","2","1","1","1","1","1","1","1","4","766.95","2","NA","2","2","2","1","4","1","5","2","1","204.52","102.26","135.07","NA","3","3","2","NA","NA","2","1","3","NA","NA","3","NA","1","3","NA","NA",,"1",1,,,,,
"2013","BG",1337,"2","2013","18",1891,1871,0,0,,,,,,,,0,0,0,0,0,,0,,0,20,0,,0,,"NA","3","NA","1","2","2","1","2","1","1","1","2","613.56","2","NA","2","2","2","2","1","1","4","2","1","NA","204.52","86.92","NA","1","2","2","1","1","1","NA","NA","1","NA","NA","1","NA","NA","NA","NA",,"1",1,,,,,
"2013","BG",1340,"2","2013","20",1824,1790,0,0,,,,,,,,0,0,0,0,0,,0,,0,33,0,,0,,"NA","3","NA","2","1","2","1","1","1","1","3","1","818.08","2","2","2","1","2","2","3","1","2","2","1","NA","127.82","133.45","NA","1","1","1","1","2","NA","2","NA","2","1","NA","1","NA","NA","1","NA",,"1",1,,,,,
"2013","BG",1379,"2","2013","20",1826,1815,0,0,,,,,,,,0,0,0,0,0,,0,,0,11,0,,0,,"3","3","2","2","1","1","1","1","1","3","1","1","1533.9","1","NA","1","2","1","1","1","1","3","2","1","NA","178.95","122.71","NA","1","1","2","1","NA","2","NA","NA","2","NA","1","NA","1","NA","2","NA",,"1",1,,,,,
"2013","BG",1411,"2","2013","25",3570,2769,0,0,,,,,,,,0,0,0,0,0,,0,,0,801,0,,0,,"NA","3","NA","1","1","2","1","1","1","1","1","3","409.04","1","NA","2","2","2","2","1","1","3","2","2","NA","30.68","89.99","NA","1","3","3","NA","NA","3","NA","NA","2","NA","NA","2","NA","2","NA","NA",,"1",1,,,,,
"2013","BG",1432,"2","2013","30",1678,1643,0,0,,,,,,,,0,0,0,0,0,,0,,0,36,0,,0,,"NA","1","NA","1","1","1","1","1","1","1","3","2","1533.9","3","NA","2","2","2","2","4","3","3","1","1","127.82","61.36","326.21","NA","3","1","1","1","NA","1","1","NA","2","1","3","NA","2","NA","2","NA",,"1",1,,,,,
"2013","BG",1441,"2","2013","15",2352,2329,0,0,,,,,,,,0,0,0,0,0,,0,,0,22,0,,0,,"NA","3","NA","2","1","2","1","1","1","1","1","1","1022.6","2","NA","2","2","2","1","1","3","2","2","1","NA","NA","188.16","NA","1","1","3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","2","NA",,"1",1,,,,,
"2013","BG",1442,"2","2013","30",2938,2933,0,0,,,,,,,,0,0,0,0,0,,0,,0,5,0,,0,,"NA","3","NA","1","2","1","1","1","2","1","1","1","511.3","1","NA","2","2","2","1","1","1","3","2","1","NA","178.95","208.1","NA","1","1","1","NA","NA","NA","NA","NA","NA","2","NA","NA","2","NA","NA","1",,"1",1,,,,,
"2013","BG",1476,"2","2013","15",1835,1828,0,0,,,,,,,,0,0,0,0,0,,0,,0,7,0,,0,,"NA","3","NA","1","1","2","1","1","1","1","1","2","255.65","2","NA","2","2","2","1","1","1","2","2","2","6.14","204.52","8.69","NA","1","2","2","NA","NA","2","2","NA","1","3","NA","NA","1","NA","2","NA",,"1",1,,,,,
"2013","BG",1497,"2","2013","15",1469,1451,0,0,,,,,,,,0,0,0,0,0,,0,,0,18,0,,0,,"NA","3","NA","2","2","2","1","1","3","1","1","1","613.56","1","NA","2","2","2","2","4","1","2","2","1","NA","76.69","80.79","NA","3","3","1","1","NA","NA","2","1","NA","NA","NA","NA","NA","NA","NA","2",,"1",1,,,,,
"2013","BG",1511,"2","2013","20",1560,1543,0,0,,,,,,,,0,0,0,0,0,,0,,0,18,0,,0,,"3","2","NA","1","1","2","1","1","1","1","3","3","639.12","1","NA","2","2","2","2","3","4","2","2","2","NA","51.13","68.51","NA","1","1","2","NA","NA","1","NA","2","NA","1","NA","NA","2","2","NA","1",,"1",1,,,,,
"2013","BG",1521,"2","2013","20",1700,1698,0,0,,,,,,,,0,0,0,0,0,,0,,0,3,0,,0,,"NA","3","NA","2","1","2","1","1","2","1","2","2","511.3","2","NA","2","2","2","2","4","1","3","2","1","NA","NA","38.35","NA","1","3","2","NA","NA","NA","NA","NA","NA","NA","NA","1","2","NA","1","NA",,"1",1,,,,,
"2013","BG",1555,"2","2013","30",1429,1409,0,0,,,,,,,,0,0,0,0,0,,0,,0,20,0,,0,,"NA","2","NA","1","2","2","1","1","1","1","3","2","1278.25","2","NA","2","2","1","2","4","1","3","2","1","NA","30.68","107.37","NA","1","1","1","NA","NA","1","NA","NA","1","NA","1","NA","NA","2","NA","NA",,"1",1,,,,,
"2013","BG",1566,"2","2013","23",1796,1758,182,182,,,,,,,,182,0,0,0,0,,0,,0,38,0,,0,,"NA","3","NA","2","2","2","2","1","2","1","3","1","1022.6","1","NA","2","2","2","2","1","1","3","2","2","NA","51.13","148.28","NA","3","1","2","NA","1","NA","NA","1","1","NA","NA","NA","NA","NA","1","2",,"1",1,,,,,
"2013","BG",1583,"2","2013","20",2686,1910,0,0,,,,,,,,0,0,0,0,0,,0,,0,776,0,,0,,"NA","1","2","2","1","2","1","2","1","1","3","3","306.78","2","NA","2","2","2","2","4","1","2","2","2","NA","255.65","81.81","NA","1","1","2","NA","NA","1","NA","NA","3","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","BG",1618,"2","2013","30",853,847,0,0,,,,,,,,0,0,135,0,0,,0,,0,6,0,,0,,"NA","1","NA","2","2","2","2","1","1","2","3","3","511.3","2","NA","2","2","2","2","1","5","2","2","1","NA","153.39","63.91","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","BG",1700,"2","2013","40",985,978,0,0,,,,,,,,0,0,0,0,0,,0,,0,7,0,,0,,"NA","2","NA","2","2","2","1","1","3","1","1","2","511.3","1","NA","2","2","1","2","1","1","2","2","2","NA","25.56","85.9","NA","1","1","2","NA","NA","NA","2","1","NA","NA","NA","1","NA","NA","NA","NA",,"1",1,,,,,
"2013","BG",1784,"2","2013","30",3509,3504,0,0,,,,,,,,0,0,0,0,1149,,0,,0,1,0,,4,,"NA","2","NA","2","1","1","1","1","1","1","2","4","306.78","1","NA","1","2","2","2","3","1","6","2","1","NA","15.34","68.51","NA","3","1","3","2","NA","2","NA","NA","2","2","NA","2","2","2","NA","1",,"1",1,,,,,
"2013","BG",1793,"2","2013","25",2622,1566,0,0,,,,,,,,0,0,192,0,0,,0,,0,20,0,,1036,,"NA","1","NA","2","2","1","1","1","1","1","1","1","511.3","2","NA","2","2","2","2","1","5","2","2","1","NA","153.39","85.47","NA","1","3","2","NA","2","NA","NA","NA","NA","NA","NA","2","2","NA","NA","NA",,"1",1,,,,,
"2013","BG",1844,"2","2013","20",1673,1658,679,679,,,,,,,,679,0,0,0,0,,0,,0,16,0,,0,,"NA","3","NA","2","1","1","1","1","1","1","1","4","460.17","3","NA","2","2","2","1","4","1","2","2","1","127.82","255.65","127.82","194.29","1","1","2","NA","2","NA","2","2","1","1","3","NA","NA","1","NA","NA",,"1",1,,,,,
"2013","BG",1905,"2","2013","40",1197,1175,34,34,,,,,,,,34,0,0,0,0,,0,,0,22,0,,0,,"NA","1","NA","1","1","2","1","1","1","1","1","2","204.52","2","NA","2","2","2","2","4","5","2","2","1","NA","38.35","91.61","NA","1","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",,"1",1,,,,,
"2013","BG",1920,"2","2013","20",2939,2198,0,0,,,,,,,,0,0,0,0,0,,0,,0,741,0,,0,,"NA","1","NA","2","2","2","1","1","1","1","2","1","511.3","2","NA","2","2","1","2","3","1","1","2","1","NA","127.82","50.11","NA","3","1","2","1","NA","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","BG",1981,"2","2013","10",2096,-3001,0,0,,,,,,,,0,0,0,0,0,,0,,0,5097,0,,0,,"NA","3","NA","2","2","2","2","1","1","1","3","4","1022.6","1","NA","2","2","2","1","4","5","2","2","1","NA","102.26","109.93","NA","1","3","2","NA","NA","NA","2","NA","2","NA","NA","1","NA","NA","1","1",,"1",1,,,,,
"2013","BG",1987,"2","2013","20",1470,1468,0,0,,,,,,,,0,0,0,0,0,,0,,0,2,0,,0,,"NA","3","NA","2","2","2","1","1","1","1","2","1","766.95","2","NA","2","2","2","2","1","1","3","2","1","NA","255.65","93.14","NA","1","1","2","NA","1","1","NA","NA","2","1","3","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","BG",2002,"2","2013","15",2448,2429,87,87,,,,,,,,87,0,0,0,0,,0,,0,19,0,,0,,"NA","3","NA","2","1","1","1","1","3","1","3","4","766.95","2","NA","2","2","1","1","4","1","4","2","2","NA","127.82","57.78","NA","3","1","2","NA","2","NA","NA","NA","1","NA","NA","NA","2","NA","NA","NA",,"1",1,,,,,
"2013","BG",2015,"3","2013","25",4866,4859,23,23,,,,,,,,23,0,0,0,2049,,939,,0,0,0,,7,,"NA","3","NA","2","2","2","1","1","3","1","1","1","613.56","2","NA","2","2","2","2","4","1","2","2","1","NA","102.26","265.88","NA","3","3","1","1","NA","2","2","NA","NA","NA","3","NA","1","NA","NA","2",,"1",1,,,,,
