DB010,DB020,DB030,DB040,DB040_F,DB060,DB060_F,DB062,DB062_F,DB070,DB070_F,DB075,DB075_F,DB090,DB090_F,DB100,DB100_F
2013,FR,8296,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,8381,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,8414,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,8499,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,8570,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,8784,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,8791,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,9046,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,9058,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,9066,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,9091,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,9096,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,9319,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,9401,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,9462,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,9473,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,9505,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,9518,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,9546,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,9551,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,9631,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,9751,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,9884,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,9993,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,10016,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,10028,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,10283,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,10418,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,10550,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,10555,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,10567,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,10597,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,10820,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,11021,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,11190,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,11247,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,11550,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,11682,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,11810,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,11871,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,11937,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,12013,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,12318,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,12603,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,12639,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,12645,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,12773,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,12789,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,12822,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,12856,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,13021,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,13092,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,13151,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,13176,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,13244,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,13316,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,13352,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,13541,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,13589,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,13630,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,13686,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,13688,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,13699,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,13931,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,13949,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,13984,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,14112,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,14227,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,14266,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,14299,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,14525,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,14548,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,14584,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,14649,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,14672,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,14853,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,14943,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,14990,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,15066,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,15174,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,15237,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,15249,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,15368,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,15410,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,15488,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,15602,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,15682,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,15691,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,15787,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,15828,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,15927,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,16161,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,16215,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,16440,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,16453,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,16490,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,16610,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,16649,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,16768,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,16993,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,17038,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,17049,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,17171,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,17354,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,17470,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,17561,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,17582,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,17797,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,17815,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,17912,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,17914,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,17920,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,17932,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,18058,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,18059,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,18094,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,18146,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,18189,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,18312,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,18376,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,18443,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,18470,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,18471,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,18600,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,18663,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,18685,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,18693,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,18725,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,18785,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,18932,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,19068,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,19082,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,19114,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,19129,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,19157,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,19204,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,19215,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,19254,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,19380,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,19451,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,19642,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,19650,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,19681,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,19778,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,19833,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,19919,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,19984,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,20000,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,20021,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,20073,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,20114,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,20140,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,20221,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,20239,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,20264,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,20327,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,20568,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,20648,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,20856,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,20872,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,20970,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,21020,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,21105,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,21199,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,21225,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,21230,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,21312,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,21378,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,21479,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,21552,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,21755,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,21870,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,21915,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,21930,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,21937,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,22118,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,22122,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,22127,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,22287,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,22394,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,22488,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,22521,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,22554,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,22597,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,22799,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,22921,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,22986,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,23080,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,23187,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,23206,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,23315,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,23346,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,23409,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,23471,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,23472,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,23500,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,23615,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,23648,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,23782,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,23799,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,23832,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,23843,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,23977,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,24012,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,24033,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,24325,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,24414,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,24557,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,24616,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,24657,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,24776,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,24837,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,24913,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,24980,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,25004,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,25008,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,25062,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,25150,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,25160,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,25175,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,25334,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,25339,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,25535,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,25622,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,25653,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,25774,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,25846,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,25895,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,26061,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,26070,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,26124,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,26247,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,26317,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,26408,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,26447,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,26511,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,26722,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,26781,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,26818,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,26854,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,26933,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,27111,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,27197,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,27281,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,27305,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,27407,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,27449,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,27788,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,27905,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,27918,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,28090,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,28111,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,28163,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,28207,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,28232,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,28283,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,28326,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,28343,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,28348,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,28536,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,28551,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,28613,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,28784,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,28813,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,29121,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,29224,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,29347,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,29362,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,29403,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,29653,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,29660,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,29788,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,29824,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,29872,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,29904,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,30061,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,30210,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,30384,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,30452,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,30521,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,30567,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,30811,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,30864,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,30901,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,30907,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,30973,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,31059,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,31068,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,31163,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,31287,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,31315,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,31322,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,31509,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,31627,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,31651,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,31719,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,31759,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,31922,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,31999,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,32053,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,32199,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,32384,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,32630,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,32673,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,32719,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,32851,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,32876,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,32976,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,33015,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,33027,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,33266,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,33310,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,33625,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,33672,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,33817,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,33956,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,34009,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,34066,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,34071,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,34090,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,34126,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,34156,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,34199,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,34225,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,34264,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,34266,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,34286,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,34305,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,34386,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,34513,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,34606,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,34778,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,34836,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,34937,FR10,,,,,,,,,,4079.7947908445,,,
