HB010,HB020,HB030,HB050,HB050_F,HB060,HB060_F,HB070,HB070_F,HB080,HB080_F,HB090,HB090_F,HB100,HB100_F,HY010,HY010_F,HY010_I,HY020,HY020_F,HY020_I,HY022,HY022_F,HY022_I,HY023,HY023_F,HY023_I,HY030N,HY030N_F,HY040N,HY040N_F,HY040N_I,HY050N,HY050N_F,HY050N_I,HY060N,HY060N_F,HY060N_I,HY070N,HY070N_F,HY070N_I,HY080N,HY080N_F,HY080N_I,HY081N,HY081N_F,HY081N_I,HY090N,HY090N_F,HY090N_I,HY100N,HY100N_F,HY100N_I,HY110N,HY110N_F,HY110N_I,HY120N,HY120N_F,HY120N_I,HY130N,HY130N_F,HY130N_I,HY131N,HY131N_F,HY131N_I,HY140N,HY140N_F,HY140N_I,HY145N,HY145N_F,HY145N_I,HY170N,HY170N_F,HY170N_I,HY030G,HY030G_F,HY040G,HY040G_F,HY040G_I,HY050G,HY050G_F,HY050G_I,HY060G,HY060G_F,HY060G_I,HY070G,HY070G_F,HY070G_I,HY080G,HY080G_F,HY080G_I,HY081G,HY081G_F,HY081G_I,HY090G,HY090G_F,HY090G_I,HY100G,HY100G_F,HY100G_I,HY110G,HY110G_F,HY110G_I,HY120G,HY120G_F,HY120G_I,HY130G,HY130G_F,HY130G_I,HY131G,HY131G_F,HY131G_I,HY140G,HY140G_F,HY140G_I,HY170G,HY170G_F,HY170G_I,HS011,HS011_F,HS021,HS021_F,HS031,HS031_F,HS040,HS040_F,HS050,HS050_F,HS060,HS060_F,HS070,HS070_F,HS080,HS080_F,HS090,HS090_F,HS100,HS100_F,HS110,HS110_F,HS120,HS120_F,HS130,HS130_F,HS140,HS140_F,HS150,HS150_F,HS160,HS160_F,HS170,HS170_F,HS180,HS180_F,HS190,HS190_F,HH010,HH010_F,HH021,HH021_F,HH030,HH030_F,HH031,HH031_F,HH040,HH040_F,HH050,HH050_F,HH060,HH060_F,HH061,HH061_F,HH070,HH070_F,HH071,HH071_F,HH081,HH081_F,HH091,HH091_F,HD080,HD080_F,HD100,HD100_F,HD110,HD110_F,HD120,HD120_F,HD140,HD140_F,HD150,HD150_F,HD160,HD160_F,HD170,HD170_F,HD180,HD180_F,HD190,HD190_F,HD200,HD200_F,HD210,HD210_F,HD220,HD220_F,HD240,HD240_F,HX010,HX040,HX050,HX060,HX070,HX080,HX090,HX120
2013,FR,776,2,,2013,,,,,,,,17,,46428.47,,,42254.85,,,42254.85,,,42254.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3648,,0,,,0,,,0,,,0,,,0,,,0,,,14797.58,,,0,,,0,,,0,,,0,,,0,,,4173.62,,,0,,,,,3,,3,,1,,2,,2,,1,,1,,1,,1,,1,,4,,,,2,,,,2,,2,,2,,1,,4,,3,,3,,,,2,,1,,,,,,516.83,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,835,2,,2013,,,,,,,,24,,28350.25,,,-7392.84,,,-11390,,,-11390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8844,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,35743.09,,,0,,,3,,3,,3,,2,,1,,1,,1,,1,,1,,1,,1,,4,,2500,,1,,1,,2,,2,,2,,2,,1,,1,,3,,,,2,,2,,,,,,260.42,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,886,2,,2013,,,,,,,,22,,24654.99,,,19991.19,,,19991.19,,,19991.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,784.78,,,0,,,0,,,0,,,0,,,0,,,4663.8,,,0,,,3,,3,,3,,2,,1,,2,,1,,1,,1,,1,,1,,4,,1500,,1,,3,,2,,2,,2,,2,,4,,1,,4,,,,2,,1,,150,,,,761.42,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,955,3,,2013,,,,,,,,59,,4073.03,,,4063.52,,,4063.52,,,4063.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,134.01,,,0,,,0,,,0,,,0,,,0,,,9.51,,,0,,,,,3,,3,,2,,1,,2,,1,,1,,2,,1,,1,,3,,,,2,,,,2,,2,,1,,2,,1,,2,,3,,,,2,,1,,1070,,,,437.92,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1127,3,,2013,,,,,,,,51,,38215.15,,,36617.62,,,35792.35,,,-1597.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,,,0,,,825.26,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1597.53,,,0,,,,,3,,3,,,,2,,1,,1,,1,,1,,1,,1,,3,,2000,,1,,,,2,,2,,1,,2,,4,,1,,3,,,,2,,1,,458,,,,36.67,,,,3,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1156,2,,2013,,,,,,,,32,,51860.46,,,49981.89,,,31362,,,-1878.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,,,18619.9,,,0,,,0,,,0,,,0,,,2310,,,0,,,0,,,0,,,0,,,1878.57,,,300,,,3,,3,,,,1,,1,,1,,1,,1,,1,,1,,1,,3,,,,3,,,,1,,1,,2,,1,,1,,1,,4,,,,2,,1,,,,,,165.83,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1172,3,,2013,,,,,,,,23,,23444.71,,,23013.56,,,18246.78,,,18246.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5232,,0,,,0,,,0,,,0,,,0,,,0,,,14915.44,,,0,,,0,,,0,,,0,,,0,,,431.16,,,0,,,3,,3,,3,,1,,1,,1,,1,,1,,1,,1,,1,,3,,3500,,1,,,,2,,2,,1,,2,,4,,1,,6,,,,2,,1,,340,,,,393.83,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1396,2,,2013,,,,,,,,17,,26012.83,,,5669.8,,,5669.8,,,5669.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,54.84,,,4923,,,0,,,0,,,0,,,0,,,20343.03,,,300,,,3,,3,,3,,2,,1,,1,,1,,1,,1,,1,,3,,3,,2000,,1,,,,2,,2,,2,,2,,1,,3,,3,,,,2,,2,,,,,,187.33,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1495,2,,2013,,,,,,,,20,,4395.35,,,63.98,,,63.98,,,63.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,2394.96,,,0,,,0,,,0,,,0,,,0,,,4331.37,,,0,,,3,,3,,,,1,,1,,1,,1,,1,,3,,1,,1,,3,,1700,,1,,3,,1,,2,,2,,2,,1,,1,,2,,,,2,,1,,,,,,265.58,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1521,3,,2013,,,,,,,,40,,26988.35,,,24423.43,,,21740.26,,,21740.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11916,,0,,,0,,,0,,,2683.17,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,2564.92,,,0,,,3,,,,3,,1,,1,,2,,1,,1,,1,,1,,1,,1,,1500,,3,,,,2,,2,,2,,2,,1,,2,,5,,,,2,,2,,330,,,,786.42,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1583,2,,2013,,,,,,,,18,,11042.13,,,6918.54,,,6918.54,,,-2232.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,1890.6,,,0,,,0,,,0,,,0,,,0,,,4123.59,,,0,,,3,,3,,3,,2,,1,,2,,1,,1,,2,,1,,1,,4,,2000,,1,,,,2,,2,,2,,2,,3,,4,,3,,,,2,,1,,300,,,,564.92,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1800,2,,2013,,,,,,,,35,,24620.19,,,3009.89,,,-1589.04,,,-21547.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3180,,0,,,0,,,4598.93,,,0,,,0,,,5700,,,62.36,,,0,,,0,,,0,,,0,,,0,,,21610.3,,,0,,,,,3,,,,1,,2,,1,,1,,1,,1,,1,,1,,5,,2000,,1,,1,,2,,2,,2,,2,,2,,1,,4,,,,2,,1,,304,,,,221.17,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,1935,2,,2013,,,,,,,,36,,26150.2,,,23751.52,,,23751.52,,,4309.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13128,,0,,,0,,,0,,,0,,,0,,,0,,,6707.95,,,0,,,0,,,0,,,0,,,0,,,2398.68,,,0,,,,,3,,3,,1,,1,,1,,1,,1,,1,,1,,1,,2,,2650,,1,,,,2,,2,,1,,,,3,,3,,4,,,,2,,1,,,,,,355.58,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,2141,2,,2013,,,,,,,,36,,39384.58,,,24115.87,,,24115.87,,,-8541.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,6726.89,,,5237,,,0,,,0,,,0,,,0,,,15268.72,,,0,,,3,,3,,3,,1,,1,,2,,1,,1,,1,,1,,1,,2,,2500,,3,,,,2,,2,,2,,,,1,,2,,4,,,,2,,1,,,,,,1600.67,,780.58,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,2225,2,,2013,,,,,,,,33,,25917.72,,,20927.98,,,20927.98,,,-4948.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7632,,0,,,0,,,0,,,0,,,0,,,0,,,41.33,,,0,,,0,,,0,,,0,,,0,,,4989.74,,,0,,,,,3,,,,2,,1,,,,1,,1,,1,,1,,1,,6,,1200,,1,,3,,2,,2,,2,,2,,1,,1,,6,,,,2,,1,,,,,,722,,,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,2229,2,,2013,,,,,,,,21,,54447.8,,,42515.95,,,42515.95,,,42515.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3072,,0,,,0,,,0,,,0,,,0,,,0,,,715.73,,,0,,,0,,,0,,,0,,,0,,,11931.84,,,0,,,3,,3,,,,1,,1,,1,,1,,1,,3,,1,,3,,5,,3000,,2,,3,,2,,2,,2,,2,,2,,1,,3,,,,2,,1,,,,,,344.25,,685.67,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,2239,2,,2013,,,,,,,,17,,22039.96,,,22221.5,,,22221.5,,,22221.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6108,,0,,,0,,,0,,,0,,,0,,,0,,,22039.96,,,0,,,0,,,0,,,0,,,0,,,-181.54,,,0,,,3,,3,,,,1,,1,,1,,1,,1,,1,,1,,3,,4,,1500,,3,,,,1,,2,,2,,2,,2,,1,,5,,,,2,,1,,1110,,,,428.58,,,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,2247,2,,2013,,,,,,,,11,,456299.57,,,449957.9,,,449957.9,,,408375.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9612,,14322.58,,,0,,,0,,,0,,,0,,,0,,,400394.7,,,0,,,0,,,0,,,0,,,0,,,6341.67,,,0,,,3,,3,,3,,1,,1,,2,,1,,1,,1,,1,,1,,4,,3000,,2,,,,2,,2,,2,,2,,4,,2,,4,,,,2,,1,,,,,,283.58,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,2267,2,,2013,,,,,,,,26,,13917.54,,,13737.06,,,13737.06,,,13737.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,773.06,,,0,,,0,,,0,,,0,,,0,,,4348.6,,,0,,,0,,,0,,,117.5,,,0,,,62.98,,,300,,,,,3,,3,,2,,1,,2,,1,,1,,1,,1,,1,,3,,3000,,2,,,,2,,2,,2,,2,,1,,3,,1,,,,2,,1,,,,,,191.5,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,2377,3,,2013,,,,,,,,36,,2293.85,,,-6105.04,,,-8398.89,,,-8398.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,,,1534.97,,,758.88,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,8398.89,,,0,,,3,,3,,3,,1,,1,,1,,1,,1,,1,,1,,2,,3,,2800,,3,,3,,2,,2,,2,,2,,2,,4,,6,,,,2,,2,,,,,,565.33,,413.08,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,2408,3,,2013,,,,,,,,27,,33517.2,,,31088.46,,,30949.13,,,-2403.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7188,,0,,,0,,,0,,,139.34,,,0,,,0,,,24.91,,,0,,,0,,,0,,,0,,,0,,,2428.73,,,700,,,3,,3,,3,,1,,1,,1,,1,,1,,1,,1,,1,,2,,1800,,2,,,,2,,2,,2,,2,,3,,1,,2,,,,2,,1,,,,,,468.83,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,2505,2,,2013,,,,,,,,29,,24236.8,,,19426.6,,,19426.6,,,-4800.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12324,,0,,,0,,,0,,,0,,,0,,,0,,,10.06,,,1148,,,0,,,0,,,0,,,0,,,4810.2,,,100,,,2,,3,,,,1,,1,,1,,1,,1,,1,,1,,1,,3,,1800,,1,,,,2,,2,,2,,2,,1,,1,,4,,,,2,,2,,150,,,,264.42,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,2675,2,,2013,,,,,,,,22,,0,,,-5572.17,,,-5572.17,,,-5572.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7692,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1547,,,0,,,0,,,0,,,0,,,5572.17,,,0,,,3,,3,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,2500,,1,,1,,2,,2,,1,,2,,4,,1,,5,,,,2,,1,,,,,,847.75,,697.08,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,2849,2,,2013,,,,,,,,24,,28036.5,,,28036.5,,,24298.22,,,24298.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2208,,0,,,0,,,0,,,3738.28,,,0,,,1780,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,100,,,,,3,,3,,2,,1,,1,,1,,1,,1,,1,,1,,3,,1250,,3,,3,,2,,2,,2,,2,,3,,2,,3,,,,2,,1,,506,,,,465,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,2974,2,,2013,,,,,,,,19,,2134.25,,,2118.45,,,2118.45,,,2118.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,904.16,,,0,,,0,,,0,,,0,,,0,,,15.79,,,0,,,3,,,,3,,,,1,,1,,1,,1,,3,,1,,2,,2,,6500,,3,,,,1,,2,,2,,2,,1,,3,,5,,,,2,,1,,,,,,712.92,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,3067,2,,2013,,,,,,,,27,,36306.26,,,27325.73,,,23908.82,,,-8976.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6612,,0,,,0,,,0,,,3416.91,,,0,,,0,,,3.67,,,0,,,0,,,0,,,0,,,0,,,8980.53,,,0,,,3,,3,,3,,1,,1,,1,,1,,1,,1,,1,,1,,5,,4300,,3,,2,,2,,2,,2,,1,,4,,1,,4,,,,1,,1,,,,,,487.33,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,3101,2,,2013,,,,,,,,23,,19566.18,,,10271.86,,,5706.12,,,5706.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,,,0,,,4565.74,,,0,,,0,,,106.18,,,0,,,0,,,0,,,0,,,0,,,9294.32,,,0,,,3,,3,,3,,1,,1,,2,,1,,1,,3,,3,,1,,3,,1000,,1,,3,,2,,2,,2,,1,,4,,2,,3,,,,1,,1,,244,,,,533.75,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,3129,2,,2013,,,,,,,,14,,87733.63,,,77307.59,,,61777.58,,,25821.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16140,,0,,,0,,,0,,,155.42,,,0,,,0,,,22.58,,,0,,,0,,,0,,,0,,,0,,,10426.04,,,100,,,,,3,,3,,1,,1,,1,,1,,1,,1,,1,,1,,3,,2000,,1,,,,2,,2,,2,,1,,2,,1,,2,,,,2,,1,,522,,,,239.17,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,3364,2,,2013,,,,,,,,20,,18629.33,,,11981.6,,,11981.6,,,5446.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5556,,0,,,0,,,0,,,0,,,0,,,0,,,353.67,,,7042,,,0,,,0,,,0,,,0,,,6647.73,,,1500,,,3,,3,,3,,1,,1,,2,,1,,1,,1,,1,,1,,4,,800,,2,,3,,2,,2,,2,,2,,4,,3,,5,,,,2,,2,,346,,,,718.5,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
