"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HD080","HD100","HD110","HD120","HD140","HD150","HD160","HD170","HD180","HD190","HD200","HD210","HD220","HD240","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120"
"2013","LT",266,"1","2013","20",2971,2970,0,0,,,,,,,,0,0,0,0,0,,0,,0,1,0,,0,,"NA","1","NA","1","2","2","1","1","1","1","2","3","868.86","2","NA","2","2","2","2","4","1","4","2","1","NA","23.17","133.07","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",290,"2","2013","15",6307,5626,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,681,,"NA","3","NA","1","1","1","1","1","1","1","1","2","724.05","2","NA","2","2","2","2","2","2","6","2","1","NA","28.96","170.01","NA","3","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",295,"2","2013","20",6596,6595,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1,,"NA","3","NA","2","1","2","1","1","3","1","1","1","579.24","2","NA","2","2","1","2","4","1","3","2","2","NA","173.77","95.57","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",301,"2","2013","15",10684,10682,0,0,,,,,,,,0,0,1699,0,4856,,0,,0,0,0,,2,,"NA","3","NA","1","2","1","1","1","2","1","1","3","724.05","1","NA","2","2","2","2","4","2","3","2","1","NA","115.85","138.42","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",334,"2","2013","20",4691,4689,0,0,,,,,,,,0,0,0,0,0,,370,,0,0,0,,2,,"NA","3","3","1","1","1","1","1","2","1","1","3","1737.72","1","1","2","2","1","2","4","2","5","2","1","NA","NA","267.9","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",377,"2","2013","20",3046,3041,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,5,,"3","3","NA","2","1","2","1","1","2","1","1","3","521.32","2","NA","2","2","2","2","1","1","4","2","1","NA","173.77","211.18","121.64","1","3","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",379,"2","2013","20",3104,3060,0,0,,,,,,,,0,0,0,0,0,,345,,0,44,0,,0,,"NA","3","NA","2","1","1","1","1","1","1","1","4","434.43","1","2","1","2","2","2","3","1","4","2","2","NA","144.81","144.81","NA","3","3","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",447,"2","2013","30",3746,3639,0,0,,,,,,,,0,0,0,0,0,,0,,0,3,0,,103,,"3","2","NA","1","2","2","1","1","1","1","2","3","724.05","1","NA","2","2","1","2","1","2","3","2","1","NA","57.92","173.77","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",456,"2","2013","25",0,-15,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,15,,"NA","3","NA","2","1","1","1","1","3","1","3","3","724.05","2","2","1","2","1","2","1","1","5","2","1","NA","0.29","120.14","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",509,"2","2013","17",2562,2561,0,0,,,,,,,,0,0,0,0,0,,18,,0,0,0,,0,,"NA","3","NA","1","2","1","1","1","3","1","3","2","868.86","2","NA","2","2","2","2","3","1","4","1","1","NA","NA","67.97","NA","3","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",515,"2","2013","10",2897,2890,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,6,,"NA","3","NA","1","1","1","1","1","1","1","1","5","724.05","2","NA","2","1","2","2","4","1","2","2","1","NA","NA","432.69","86.89","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",522,"2","2013","14",1646,1639,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,7,,"NA","3","NA","2","1","1","1","1","1","1","2","3","868.86","2","NA","2","1","2","2","1","1","3","1","1","NA","86.89","148.19","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",529,"1","2013","45",2502,2497,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,5,,"NA","1","NA","2","1","2","1","1","3","1","2","3","1448.1","1","NA","2","2","2","2","3","1","4","2","1","NA","28.96","52.02","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",531,"1","2013","27",7027,5882,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1145,,"3","3","NA","1","1","2","1","1","1","1","1","3","1303.29","1","NA","2","2","2","2","4","2","6","2","1","NA","28.96","48.27","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",549,"2","2013","20",2213,2213,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,0,,"NA","3","NA","2","1","1","1","1","1","1","1","2","289.62","3","NA","2","2","2","2","1","1","3","2","1","NA","NA","53.94","NA","3","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",565,"2","2013","15",11104,8033,0,0,,,,,,,,0,0,0,0,0,,0,,0,3059,0,,13,,"NA","3","NA","1","1","2","1","1","1","1","2","5","1158.48","2","NA","2","2","2","2","4","2","5","2","1","NA","NA","184.02","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",579,"1","2013","20",1514,517,0,0,,,,,,,,0,0,50,0,0,,0,,0,997,0,,0,,"NA","3","NA","1","1","2","2","1","3","2","1","3","231.7","2","NA","2","2","2","2","4","1","3","2","1","NA","NA","46.34","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",594,"2","2013","15",2651,2644,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,7,,"NA","3","NA","1","1","2","1","3","2","2","2","1","1303.29","2","NA","1","2","2","2","1","1","1","2","2","144.81","0.29","67.58","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",605,"2","2013","30",0,-3,0,0,,,,,,,,0,0,0,0,0,,0,,0,3,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","3","3","289.62","2","NA","2","2","2","2","2","1","6","2","2","NA","28.96","69.46","NA","3","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",640,"1","2013","22",8337,8337,31,31,,,,,,,,31,0,0,0,0,,0,,0,0,0,,0,,"NA","3","NA","2","2","2","1","1","1","1","1","4","376.51","2","NA","2","2","2","2","1","3","2","2","2","NA","NA","122.75","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",669,"2","2013","23",0,0,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,0,,"NA","3","NA","1","1","2","1","1","1","1","2","2","289.62","1","2","2","2","2","2","4","1","2","2","2","NA","NA","87.59","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",698,"1","2013","35",5820,5820,0,0,,,,,,,,0,0,0,0,1445,,0,,0,0,0,,1,,"NA","3","NA","2","2","1","1","1","1","1","1","4","868.86","2","NA","2","1","2","2","4","1","4","2","2","57.92","231.7","221.08","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",742,"2","2013","15",1763,1758,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,5,,"NA","3","NA","1","1","1","1","1","1","1","1","3","579.24","2","NA","2","1","2","2","4","1","6","2","1","NA","NA","169.86","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",750,"2","2013","15",4457,4196,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,261,,"NA","3","NA","1","1","1","1","1","1","1","1","3","868.86","3","NA","2","2","2","2","4","1","1","2","1","NA","NA","112.47","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",756,"1","2013","30",4260,6931,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,-2671,,"NA","3","NA","2","1","1","1","1","2","1","1","2","1448.1","1","NA","2","2","1","2","4","1","3","2","1","NA","28.96","120.07","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",760,"2","2013","35",0,-8,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,8,,"NA","3","NA","1","1","2","1","1","1","1","3","3","1158.48","3","NA","2","2","2","2","2","1","4","2","1","NA","86.89","111.6","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",786,"1","2013","20",2489,2484,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,5,,"NA","3","NA","1","1","1","1","1","1","1","1","3","1158.48","2","NA","2","2","1","2","4","1","3","1","1","NA","0.29","88.57","NA","1","3","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",792,"2","2013","30",5403,5395,0,0,,,,,,,,0,0,0,0,505,,0,,0,0,0,,8,,"NA","3","NA","2","1","2","1","1","1","1","2","2","434.43","1","NA","2","2","2","2","4","1","6","2","2","NA","86.89","331.86","NA","3","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",793,"2","2013","20",2501,2496,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,5,,"NA","3","NA","2","2","1","1","1","3","1","1","2","434.43","2","2","2","2","2","2","1","5","2","2","1","NA","0.29","130.33","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",797,"2","2013","33",2325,2324,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1,,"NA","3","NA","2","1","2","1","1","1","1","1","3","1013.67","1","1","1","2","2","2","4","2","4","2","1","NA","0.29","279.1","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",799,"1","2013","10",4475,2553,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1922,,"3","3","3","1","1","1","1","1","1","1","1","1","492.35","2","1","1","2","2","2","4","5","2","2","1","NA","NA","87.85","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",808,"2","2013","10",3426,3421,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,5,,"NA","3","NA","1","1","2","1","1","2","1","1","3","1158.48","2","NA","2","2","1","2","4","2","3","2","1","NA","72.41","134.91","144.81","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",813,"1","2013","35",1770,1258,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,512,,"NA","1","NA","2","1","1","1","1","1","1","1","3","868.86","3","NA","2","2","1","2","3","1","6","2","2","NA","43.44","83.34","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",824,"1","2013","20",3440,3434,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,6,,"NA","3","NA","2","1","2","1","1","1","1","1","4","868.86","2","NA","2","2","1","2","1","1","4","2","1","NA","231.7","114.83","101.37","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",861,"2","2013","25",4811,4452,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,359,,"NA","3","NA","1","1","1","1","1","1","1","3","3","1448.1","2","1","2","2","2","2","2","1","3","2","1","NA","NA","115.85","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",915,"1","2013","15",3270,3267,33,33,,,,,,,,33,0,0,0,0,,21,,0,0,0,,2,,"NA","3","NA","2","1","2","1","1","1","3","1","4","231.7","3","NA","2","2","2","2","4","1","3","2","2","NA","57.92","50.44","NA","3","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",953,"2","2013","25",0,-6,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,6,,"NA","3","NA","1","1","2","1","1","1","1","3","3","724.05","1","NA","2","2","2","2","1","1","4","1","1","NA","NA","250.88","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",956,"2","2013","20",4066,4065,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1,,"NA","3","NA","2","1","2","1","1","1","1","1","4","1158.48","2","NA","2","2","1","2","1","2","4","2","2","NA","115.85","89.78","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",965,"1","2013","20",5871,2496,0,0,,,,,,,,0,0,0,0,0,,0,,0,3375,0,,0,,"NA","3","NA","2","2","2","1","1","1","1","1","3","1158.48","2","NA","2","2","2","2","4","1","6","2","1","NA","NA","345.61","144.81","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",980,"2","2013","18",1500,907,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,593,,"NA","3","NA","2","1","1","1","1","1","1","1","3","724.05","1","2","1","2","2","2","3","1","3","2","1","NA","14.48","138.73","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",993,"2","2013","20",2757,2751,0,0,,,,,,,,0,0,0,0,803,,0,,0,0,0,,6,,"NA","3","3","1","1","2","1","1","1","1","1","3","579.24","2","1","2","2","2","2","1","1","4","1","1","57.92","28.96","179.08","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",1055,"2","2013","20",711,82,0,0,,,,,,,,0,0,123,0,0,,0,,0,0,0,,629,,"3","3","NA","2","1","1","1","1","1","1","1","3","868.86","2","NA","2","1","1","1","4","1","2","2","2","NA","28.96","170.01","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",1062,"1","2013","15",10348,7490,0,0,,,,,,,,0,0,0,0,0,,0,,0,2858,0,,0,,"NA","3","3","1","1","1","1","1","1","1","1","3","579.24","2","NA","2","2","1","2","4","1","3","2","1","86.89","NA","33.11","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",1120,"2","2013","18",3442,3178,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,264,,"NA","3","NA","2","1","1","1","1","1","1","1","2","579.24","2","NA","2","1","2","2","4","1","4","2","1","NA","57.92","70.72","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",1180,"2","2013","33",2747,2742,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,1,,4,,"NA","2","3","1","1","1","1","1","3","1","1","2","868.86","2","NA","2","1","2","2","1","1","5","1","1","NA","0.29","250.88","NA","3","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",1187,"1","2013","10",3803,3803,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","1","3","1158.48","2","NA","2","1","2","2","4","1","3","2","1","NA","173.77","118.86","101.37","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",1195,"2","2013","35",1624,1622,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2,,"3","2","NA","1","1","1","1","1","1","1","1","2","868.86","1","NA","2","1","2","2","4","1","3","2","1","57.92","115.85","144.09","144.81","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",1208,"2","2013","10",0,-4,0,0,,,,,,,,0,0,0,0,0,,0,,0,4,0,,0,,"NA","1","NA","2","1","2","1","1","1","3","1","1","724.05","1","NA","2","1","1","2","4","1","5","2","1","NA","57.92","33.55","NA","1","3","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",1252,"2","2013","10",4268,4186,0,0,,,,,,,,0,0,0,0,0,,23,,0,0,0,,82,,"NA","3","NA","2","2","2","1","1","1","1","2","3","724.05","3","3","2","2","2","2","4","5","3","2","1","NA","57.92","118.86","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",1265,"2","2013","10",3678,2195,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1483,,"NA","3","NA","1","1","2","1","1","1","1","1","3","434.43","3","NA","2","2","2","2","3","1","6","2","1","NA","173.77","58.79","144.81","3","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",1301,"2","2013","20",10824,10749,0,0,,,,,,,,0,0,0,0,3294,,0,,0,2,0,,73,,"3","2","NA","1","1","1","1","1","2","1","1","4","434.43","2","NA","2","2","2","2","4","1","6","2","1","NA","130.33","115.85","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",1306,"2","2013","27",55,45,0,0,,,,,,,,0,0,0,0,0,,0,,0,10,0,,0,,"NA","3","NA","1","2","2","1","1","3","1","2","3","1158.48","1","NA","2","2","2","2","NA","1","2","2","1","NA","14.48","73.37","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",1342,"1","2013","12",4785,4783,0,0,,,,,,,,0,0,2416,0,0,,0,,0,0,0,,2,,"3","3","NA","1","1","1","1","1","1","1","1","3","1158.48","2","NA","2","2","2","2","4","1","3","1","1","NA","57.92","267.9","115.85","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",1369,"2","2013","35",5727,5342,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,385,,"3","3","NA","1","2","1","1","1","1","1","1","3","724.05","2","2","2","2","2","2","4","1","3","1","2","NA","115.85","181.01","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",1374,"2","2013","22",5568,4015,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1553,,"NA","2","NA","1","1","1","1","1","1","1","1","3","724.05","1","NA","2","2","2","1","1","1","1","2","2","NA","NA","113.12","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",1390,"1","2013","20",3135,3131,0,0,,,,,,,,0,0,0,0,0,,0,,0,4,0,,0,,"3","3","NA","1","1","2","1","1","1","1","1","3","579.24","2","NA","2","2","2","2","4","2","4","2","1","NA","231.7","289.62","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",1425,"2","2013","10",8676,8126,0,0,,,,,,,,0,0,0,0,0,,0,,0,549,0,,0,,"NA","3","NA","1","1","2","1","1","1","1","1","3","724.05","3","3","2","2","2","2","1","1","5","1","1","NA","86.89","221.08","86.89","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",1460,"2","2013","18",4181,3266,0,0,,,,,,,,0,0,0,0,0,,0,,0,916,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","3","3","1042.63","2","NA","2","2","2","2","2","1","3","2","1","NA","NA","115.85","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",1463,"2","2013","30",4669,4664,712,712,,,,,,,,712,0,0,0,0,,0,,0,0,0,,5,,"NA","3","NA","2","1","2","1","1","1","1","1","2","1158.48","3","NA","2","2","2","2","4","1","3","2","1","NA","NA","231.7","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",1482,"1","2013","20",0,-808,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,808,,"NA","3","NA","2","1","2","1","1","1","1","1","4","579.24","3","NA","2","2","2","2","1","1","3","2","2","NA","NA","115.85","NA","3","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",1507,"1","2013","30",74,3,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,70,,"NA","3","3","1","2","1","1","1","3","1","1","3","289.62","2","NA","2","1","2","2","4","1","2","2","1","NA","5.79","91.23","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",1517,"1","2013","20",7174,7169,46,46,,,,,,,,46,0,0,0,0,,0,,0,0,0,,4,,"NA","3","NA","1","2","2","1","1","1","1","1","2","579.24","2","NA","2","1","2","2","1","1","2","2","1","NA","NA","103.04","NA","3","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","LT",1520,"1","2013","19",3749,3748,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2,,"NA","2","NA","2","1","2","1","1","1","1","1","3","579.24","1","NA","2","2","2","2","1","1","3","2","2","NA","72.41","117.73","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
