"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX010","RX020","RX030","RX040","RX050","RX060","RX070"
"2013","LT",6981,253.663943990665,"1",1938,"1","1","4","1","13","2","NA","NA","NA","NA","NA","NA",75,74,698,"99","0","0","10"
"2013","LT",7421,253.663943990665,"4",1932,"2","1","4","1","13","1","NA","NA","NA","NA","NA","NA",80,80,742,"0.8333333333","0","0","0"
"2013","LT",7501,253.663943990665,"4",1950,"1","1","1","4","13","5","NA","NA","NA","NA","NA","NA",63,62,750,"99","1","1","0"
"2013","LT",7561,253.663943990665,"1",1984,"1","1","3","1","NA","2","NA","NA","NA","NA","NA","NA",28,28,756,"99","2","0","0"
"2013","LT",7601,253.663943990665,"3",1984,"1","1","1","1","13","1","NA","NA","NA","NA","NA","NA",28,28,760,"1","0","0","0"
"2013","LT",7861,253.663943990665,"3",1933,"2","1","1","1","13","2","NA","NA","NA","NA","0","NA",79,79,786,"1","0","0","11"
"2013","LT",7921,253.663943990665,"2",1973,"1","1","1","1","13","2","NA","NA","NA","NA","NA","NA",39,39,792,"1","0","0","0"
"2013","LT",7931,253.663943990665,"3",1946,"1","1","3","4","NA","1","NA","NA","NA","NA","NA","NA",66,66,793,"1","0","1","111"
"2013","LT",7971,253.663943990665,"2",1937,"2","1","1","1","13","3","NA","NA","NA","NA","NA","NA",75,75,797,"99","1","0","0"
"2013","LT",7991,253.663943990665,"3",1950,"2","1","4","1","13","1","NA","NA","NA","NA","NA","NA",63,62,799,"1","0","0","0"
"2013","LT",8081,253.663943990665,"1",1932,"2","1","1","1","13","3","NA","NA","NA","NA","NA","NA",80,80,808,"99","0","0","0"
"2013","LT",8131,253.663943990665,"2",1962,"2","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",51,50,813,"1","2","1","101"
"2013","LT",8241,253.663943990665,"3",1967,"1","1","1","1","13","1","NA","NA","NA","NA","NA","NA",46,45,824,"0","1","0","0"
"2013","LT",8611,253.663943990665,"3",1988,"2","1","3","1","13","3","NA","NA","NA","NA","NA","0",25,24,861,"1","0","0","0"
"2013","LT",9151,253.663943990665,"3",1932,"2","1","4","4","13","1","NA","NA","NA","NA","NA","NA",80,80,915,"0.6666666667","0","0","0"
"2013","LT",9531,253.663943990665,"2",1954,"1","1","4","1","13","NA","NA","NA","NA","NA","NA","0",58,58,953,"1","2","1","0"
"2013","LT",9561,253.663943990665,"3",1938,"2","1","4","4","13","1","NA","NA","NA","NA","NA","NA",75,74,956,"99","0","0","110"
"2013","LT",9651,253.663943990665,"1",1985,"1","1","1","1","NA","3","NA","NA","NA","NA","NA","NA",27,27,965,"0","0","0","101"
"2013","LT",9801,253.663943990665,"1",1957,"2","1","3","1","13","1","NA","NA","NA","NA","NA","NA",55,55,980,"0.5","1","0","10"
"2013","LT",9931,253.663943990665,"1",1945,"2","1","1","1","NA","1","NA","NA","NA","NA","0","NA",67,67,993,"0.3273809524","2","1","110"
"2013","LT",10551,253.663943990665,"2",1953,"2","1","4","1","13","1","NA","NA","NA","NA","NA","NA",60,59,1055,"99","0","0","0"
"2013","LT",10621,253.663943990665,"2",1966,"2","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",47,46,1062,"0.8571428571","0","0","0"
"2013","LT",11201,253.663943990665,"1",1948,"2","1","1","1","13","3","NA","NA","NA","NA","NA","NA",65,64,1120,"1","0","0","0"
"2013","LT",11801,253.663943990665,"3",1932,"1","1","1","1","13","1","NA","NA","NA","NA","NA","NA",80,80,1180,"99","2","0","0"
"2013","LT",11871,253.663943990665,"2",1946,"2","1","4","1","13","1","NA","NA","NA","NA","NA","0",66,66,1187,"99","1","0","0"
"2013","LT",11951,253.663943990665,"2",1932,"1","1","2","1","13","1","NA","NA","NA","NA","NA","NA",80,80,1195,"0.6666666667","0","0","0"
"2013","LT",12081,253.663943990665,"1",1949,"2","1","3","1","13","1","NA","NA","NA","NA","NA","NA",63,63,1208,"1","0","1","10"
"2013","LT",12521,253.663943990665,"1",1952,"2","1","4","1","13","3","NA","NA","NA","NA","NA","NA",61,60,1252,"99","0","0","10"
"2013","LT",12651,253.663943990665,"3",1962,"2","1","3","1","NA","1","NA","NA","NA","0","NA","NA",51,50,1265,"1","0","0","100"
"2013","LT",13011,253.663943990665,"3",1955,"1","1","4","1","13","1","NA","21","NA","NA","NA","NA",58,57,1301,"99","2","0","0"
"2013","LT",13061,253.663943990665,"1",1991,"2","1","4","1","NA","5","NA","NA","NA","NA","NA","NA",21,21,1306,"1","1","0","0"
"2013","LT",13421,253.663943990665,"3",1932,"2","1","1","4","13","NA","NA","NA","NA","NA","NA","NA",80,80,1342,"1","2","0","0"
"2013","LT",13691,253.663943990665,"3",1983,"2","1","4","1","13","2","NA","NA","NA","NA","0","NA",29,29,1369,"0.5833333333","0","1","0"
"2013","LT",13741,253.663943990665,"4",1985,"1","1","4","4","NA","1","NA","NA","0","NA","NA","NA",28,27,1374,"1","2","0","0"
"2013","LT",13901,253.663943990665,"4",1938,"2","1","4","1","13","1","NA","NA","NA","NA","NA","0",75,74,1390,"0.4166666667","0","0","0"
"2013","LT",14251,253.663943990665,"2",1951,"2","1","3","1","13","1","NA","NA","NA","0","NA","NA",61,61,1425,"0.3184320234","2","1","0"
"2013","LT",14601,253.663943990665,"1",1954,"1","1","1","1","13","5","NA","NA","NA","NA","NA","0",58,58,1460,"99","0","1","0"
"2013","LT",14631,253.663943990665,"2",1940,"1","1","1","1","13","1","NA","35","NA","NA","NA","NA",72,72,1463,"1","0","1","0"
"2013","LT",14821,253.663943990665,"4",1961,"1","1","4","4","13","1","NA","NA","0","NA","NA","NA",52,51,1482,"99","1","0","0"
"2013","LT",15071,253.663943990665,"3",1976,"2","1","2","4","13","1","NA","NA","NA","NA","NA","NA",36,36,1507,"0.1310512925","2","0","0"
"2013","LT",15171,253.663943990665,"3",1941,"1","1","4","1","13","1","NA","NA","NA","NA","NA","40",71,71,1517,"99","0","0","0"
"2013","LT",15201,253.663943990665,"2",1948,"2","1","1","1","13","1","NA","NA","NA","NA","NA","NA",65,64,1520,"99","0","0","0"
"2013","LT",15211,253.663943990665,"4",1959,"2","1","4","4","13","NA","NA","NA","NA","NA","NA","0",53,53,1521,"0.5952380952","0","1","0"
"2013","LT",15271,253.663943990665,"2",1944,"2","1","3","1","NA","NA","NA","NA","NA","NA","NA","NA",69,68,1527,"99","0","0","111"
"2013","LT",15591,253.663943990665,"4",1933,"2","1","2","4","13","1","NA","NA","NA","NA","NA","NA",80,79,1559,"0.5","0","0","0"
"2013","LT",15681,253.663943990665,"3",1951,"2","1","4","1","13","NA","NA","25","NA","NA","NA","NA",61,61,1568,"1","0","1","100"
"2013","LT",15711,253.663943990665,"2",1941,"2","1","4","1","13","NA","NA","NA","NA","NA","NA","NA",72,71,1571,"1","2","0","0"
"2013","LT",15951,253.663943990665,"1",1962,"2","1","3","1","13","1","NA","NA","NA","NA","0","NA",50,50,1595,"1","0","0","110"
"2013","LT",16021,253.663943990665,"4",1932,"2","1","1","1","13","NA","NA","NA","0","0","0","NA",80,80,1602,"0.8428571429","2","0","0"
"2013","LT",16531,253.663943990665,"1",1969,"1","1","1","1","11","1","NA","20","NA","NA","NA","NA",43,43,1653,"0","2","0","0"
"2013","LT",16811,253.663943990665,"2",1932,"2","1","2","1","13","3","NA","NA","NA","NA","NA","NA",80,80,1681,"99","2","1","0"
"2013","LT",17261,253.663943990665,"2",1942,"2","1","1","4","13","NA","NA","NA","NA","NA","NA","NA",71,70,1726,"0.3239282177","2","0","0"
"2013","LT",17291,253.663943990665,"2",1936,"2","1","3","4","13","5","NA","NA","NA","0","NA","NA",77,76,1729,"1","0","1","0"
"2013","LT",17631,253.663943990665,"1",1980,"2","1","1","1","13","1","NA","NA","NA","NA","NA","0",32,32,1763,"1","2","0","0"
"2013","LT",17981,253.663943990665,"4",1946,"2","1","1","1","13","3","NA","NA","NA","NA","NA","NA",66,66,1798,"99","0","1","10"
"2013","LT",18601,253.663943990665,"3",1932,"2","1","4","4","NA","NA","NA","NA","NA","NA","NA","NA",80,80,1860,"99","0","0","0"
"2013","LT",18651,253.663943990665,"2",1944,"2","1","1","1","13","1","NA","NA","NA","NA","NA","NA",69,68,1865,"1","0","0","0"
"2013","LT",18891,253.663943990665,"2",1988,"1","1","3","1","13","NA","NA","NA","NA","0","NA","NA",24,24,1889,"1","0","0","0"
"2013","LT",18981,253.663943990665,"3",1943,"2","1","1","4","NA","NA","NA","NA","NA","0","NA","NA",69,69,1898,"0.9285714286","0","0","0"
"2013","LT",19121,253.663943990665,"4",1950,"2","1","1","1","13","3","NA","NA","NA","NA","NA","NA",62,62,1912,"1","0","0","0"
"2013","LT",19141,253.663943990665,"3",1964,"1","1","1","1","13","1","NA","NA","NA","NA","NA","NA",48,48,1914,"1","2","0","0"
"2013","LT",19191,253.663943990665,"3",1946,"2","1","4","1","13","NA","NA","NA","NA","NA","NA","NA",66,66,1919,"1","0","0","0"
"2013","LT",19221,253.663943990665,"1",1969,"2","1","1","1","13","3","NA","NA","NA","NA","NA","NA",43,43,1922,"0.5277777778","0","1","0"
"2013","LT",19351,253.663943990665,"4",1944,"2","1","1","1","NA","NA","NA","NA","0","0","NA","NA",68,68,1935,"1","0","0","0"
"2013","LT",19821,253.663943990665,"2",1978,"1","1","1","1","13","1","NA","NA","NA","NA","NA","NA",35,34,1982,"1","0","0","0"
"2013","LT",20011,253.663943990665,"2",1961,"2","1","4","1","NA","1","NA","NA","NA","NA","NA","NA",51,51,2001,"1","2","0","110"
"2013","LT",20081,253.663943990665,"1",1956,"2","2","1","1","13","5","NA","NA","NA","NA","NA","NA",56,56,2008,"1","2","0","0"
"2013","LT",20141,253.663943990665,"1",1954,"2","1","1","1","13","1","NA","NA","NA","NA","NA","NA",59,58,2014,"99","0","0","0"
"2013","LT",20391,253.663943990665,"2",1971,"2","1","2","1","13","5","NA","NA","NA","NA","NA","NA",41,41,2039,"1","0","0","0"
"2013","LT",21241,253.663943990665,"3",1942,"2","1","2","1","NA","2","NA","NA","NA","0","NA","NA",71,70,2124,"0","2","1","1"
"2013","LT",21561,253.663943990665,"3",1942,"1","1","1","1","13","2","NA","NA","NA","0","NA","NA",70,70,2156,"0","2","0","0"
"2013","LT",21631,253.663943990665,"2",1934,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",78,78,2163,"1","2","0","0"
"2013","LT",22421,253.663943990665,"2",1967,"2","1","3","1","NA","5","NA","NA","NA","NA","NA","NA",45,45,2242,"1","0","0","0"
"2013","LT",22641,253.663943990665,"1",1944,"2","1","1","1","13","1","NA","25","NA","NA","0","NA",68,68,2264,"1","0","0","0"
"2013","LT",22751,253.663943990665,"4",1944,"2","1","3","4","13","NA","NA","NA","NA","NA","NA","NA",68,68,2275,"99","2","0","100"
"2013","LT",23241,253.663943990665,"3",1947,"1","1","1","1","13","1","NA","NA","NA","0","NA","NA",66,65,2324,"0.7916666667","0","0","0"
"2013","LT",23401,253.663943990665,"3",1958,"1","1","1","1","NA","5","NA","NA","NA","NA","NA","NA",54,54,2340,"0.5","0","0","0"
"2013","LT",23531,253.663943990665,"2",1933,"1","1","3","4","NA","1","NA","NA","NA","NA","NA","0",80,79,2353,"99","0","0","0"
"2013","LT",23691,253.663943990665,"2",1951,"1","1","4","1","13","3","NA","NA","NA","NA","0","NA",61,61,2369,"1","2","0","1"
"2013","LT",24171,253.663943990665,"2",1951,"2","1","1","1","NA","5","NA","NA","NA","NA","NA","NA",62,61,2417,"0.5","0","0","10"
"2013","LT",24451,253.663943990665,"3",1951,"2","1","3","1","13","3","NA","NA","NA","NA","NA","NA",61,61,2445,"1","0","0","1"
"2013","LT",24631,253.663943990665,"1",1940,"2","1","3","1","13","1","NA","20","NA","NA","NA","NA",72,72,2463,"0.875","0","0","0"
"2013","LT",24921,253.663943990665,"3",1991,"2","1","3","1","13","NA","NA","NA","NA","NA","NA","NA",22,21,2492,"1","0","0","0"
"2013","LT",25991,253.663943990665,"2",1941,"2","1","1","1","13","3","NA","20","NA","NA","NA","NA",72,71,2599,"99","0","0","0"
"2013","LT",26681,253.663943990665,"2",1967,"1","1","3","1","13","1","NA","NA","NA","NA","NA","NA",45,45,2668,"99","2","0","0"
"2013","LT",26781,253.663943990665,"3",1935,"2","1","4","4","13","NA","NA","NA","NA","0","0","NA",78,77,2678,"1","0","0","110"
"2013","LT",27061,253.663943990665,"1",1974,"2","1","3","1","13","3","NA","NA","NA","NA","NA","NA",39,38,2706,"1","2","0","110"
"2013","LT",27981,253.663943990665,"3",1954,"2","1","1","1","13","NA","NA","NA","NA","0","NA","NA",58,58,2798,"1","0","0","0"
"2013","LT",28011,253.663943990665,"2",1932,"2","1","2","1","13","1","NA","NA","NA","NA","NA","0",80,80,2801,"99","0","0","10"
"2013","LT",28051,253.663943990665,"3",1938,"2","1","3","1","13","1","NA","NA","NA","0","NA","NA",75,74,2805,"99","1","0","0"
"2013","LT",28101,253.663943990665,"2",1932,"2","1","1","1","13","NA","NA","NA","NA","NA","0","NA",80,80,2810,"99","0","0","0"
"2013","LT",28181,253.663943990665,"3",1934,"1","1","1","4","13","2","NA","NA","NA","NA","NA","0",78,78,2818,"99","2","0","0"
"2013","LT",28321,253.663943990665,"4",1941,"2","1","4","1","13","3","NA","NA","NA","NA","NA","NA",72,71,2832,"99","2","0","0"
"2013","LT",28341,253.663943990665,"2",1972,"2","1","1","4","13","2","NA","NA","NA","NA","NA","NA",41,40,2834,"1","2","0","0"
"2013","LT",28401,253.663943990665,"1",1955,"1","1","3","4","13","1","NA","NA","NA","NA","NA","20",57,57,2840,"0.9583333333","2","0","0"
"2013","LT",28581,253.663943990665,"2",1947,"1","1","3","1","13","NA","NA","NA","NA","NA","NA","NA",65,65,2858,"0.4285714286","0","1","100"
"2013","LT",28641,253.663943990665,"1",1932,"2","1","3","1","13","5","NA","NA","NA","0","NA","0",80,80,2864,"1","0","0","0"
"2013","LT",28671,253.663943990665,"2",1946,"2","1","3","1","13","NA","NA","NA","NA","NA","NA","NA",66,66,2867,"0.9603365792","0","0","0"
"2013","LT",29071,253.663943990665,"3",1987,"1","1","3","4","13","5","NA","30","NA","NA","NA","NA",25,25,2907,"1","2","0","0"
"2013","LT",29291,253.663943990665,"1",1953,"2","1","4","1","NA","1","NA","NA","NA","NA","NA","NA",59,59,2929,"0.4166666667","0","0","0"
"2013","LT",29651,253.663943990665,"2",1946,"2","1","4","1","NA","1","NA","NA","NA","NA","NA","NA",66,66,2965,"0.3333333333","0","0","0"
"2013","LT",29721,253.663943990665,"1",1968,"1","1","1","1","13","2","NA","NA","NA","NA","NA","NA",44,44,2972,"99","2","0","0"
"2013","LT",29781,253.663943990665,"2",1934,"2","1","4","1","13","NA","NA","NA","NA","NA","NA","NA",78,78,2978,"1","0","0","0"
"2013","LT",29811,253.663943990665,"1",1972,"1","1","3","1","13","2","NA","NA","NA","NA","NA","NA",40,40,2981,"99","0","0","0"
"2013","LT",29851,253.663943990665,"1",1941,"2","1","3","1","13","1","NA","NA","0","NA","NA","NA",72,71,2985,"0.8333333333","2","0","100"
"2013","LT",30011,253.663943990665,"2",1932,"1","1","3","1","13","3","NA","NA","NA","NA","NA","NA",80,80,3001,"1","2","0","0"
"2013","LT",30351,253.663943990665,"4",1949,"2","1","3","1","13","5","NA","NA","NA","NA","NA","NA",63,63,3035,"1","2","0","0"
"2013","LT",30411,253.663943990665,"2",1970,"1","1","3","1","13","1","NA","NA","NA","NA","NA","NA",43,42,3041,"99","0","0","100"
"2013","LT",30491,253.663943990665,"2",1947,"2","1","2","1","13","2","NA","NA","NA","NA","NA","NA",65,65,3049,"0.6666666667","0","0","0"
"2013","LT",31031,253.663943990665,"4",1944,"2","1","1","1","13","1","NA","NA","0","NA","NA","NA",69,68,3103,"0.5","0","1","100"
"2013","LT",31281,253.663943990665,"3",1958,"1","1","1","1","13","NA","NA","NA","NA","0","NA","NA",54,54,3128,"0.2857142857","0","0","0"
"2013","LT",31681,253.663943990665,"3",1932,"1","1","4","1","13","1","NA","NA","NA","NA","NA","NA",80,80,3168,"0.2916666667","0","0","0"
"2013","LT",32441,253.663943990665,"3",1934,"2","1","1","1","13","NA","NA","NA","NA","NA","NA","NA",79,78,3244,"1","2","0","0"
"2013","LT",32491,253.663943990665,"4",1967,"1","1","4","1","NA","1","NA","NA","NA","NA","NA","NA",45,45,3249,"1","0","0","111"
"2013","LT",33111,253.663943990665,"3",1942,"2","1","1","1","13","1","NA","NA","NA","5","NA","NA",71,70,3311,"99","1","0","100"
"2013","LT",33761,253.663943990665,"1",1933,"2","1","3","1","13","NA","NA","NA","NA","NA","NA","0",80,79,3376,"0.7103174603","0","0","101"
"2013","LT",34031,253.663943990665,"3",1943,"2","1","4","1","13","1","NA","NA","NA","NA","NA","NA",69,69,3403,"0.119047619","0","0","0"
"2013","LT",34721,253.663943990665,"1",1954,"2","1","3","1","13","NA","NA","NA","NA","NA","NA","NA",59,58,3472,"1","0","0","0"
"2013","LT",34881,253.663943990665,"4",1932,"2","1","2","1","13","3","NA","NA","0","NA","0","NA",80,80,3488,"0.7857142857","0","0","0"
"2013","LT",35571,253.663943990665,"1",1958,"1","1","1","1","13","1","NA","NA","NA","NA","NA","NA",54,54,3557,"99","2","1","0"
"2013","LT",35851,253.663943990665,"1",1993,"1","1","1","1","13","5","NA","NA","NA","0","NA","NA",20,19,3585,"0.9166666667","0","0","100"
"2013","LT",35951,253.663943990665,"2",1947,"2","1","4","1","NA","5","NA","NA","0","NA","NA","NA",65,65,3595,"0.6384354959","0","0","0"
"2013","LT",36101,253.663943990665,"2",1988,"1","1","3","4","13","1","NA","NA","NA","NA","NA","NA",24,24,3610,"99","0","0","111"
"2013","LT",36201,253.663943990665,"4",1936,"2","1","1","4","13","2","NA","NA","NA","NA","NA","NA",76,76,3620,"1","0","0","0"
"2013","LT",37001,253.663943990665,"3",1932,"2","1","3","4","13","1","NA","NA","NA","NA","NA","NA",80,80,3700,"0.0416666667","0","1","101"
"2013","LT",37551,253.663943990665,"4",1932,"2","1","3","4","NA","1","NA","NA","NA","NA","NA","NA",80,80,3755,"1","0","0","0"
"2013","LT",37771,253.663943990665,"3",1939,"2","1","4","1","13","NA","NA","NA","NA","NA","NA","NA",73,73,3777,"0.0833333333","0","0","0"
"2013","LT",37971,253.663943990665,"4",1973,"2","1","1","1","13","1","NA","NA","NA","NA","NA","NA",40,39,3797,"99","0","0","100"
"2013","LT",38461,253.663943990665,"2",1933,"1","1","3","1","13","1","NA","NA","NA","NA","NA","NA",80,79,3846,"0.0833333333","0","0","0"
"2013","LT",38581,253.663943990665,"1",1978,"1","1","3","1","13","5","NA","NA","0","NA","NA","NA",34,34,3858,"1","2","0","0"
"2013","LT",38701,253.663943990665,"4",1950,"2","1","1","1","13","1","NA","NA","0","NA","NA","NA",62,62,3870,"0.5","0","0","0"
"2013","LT",39161,253.663943990665,"2",1947,"2","1","1","1","NA","1","NA","NA","NA","NA","NA","NA",65,65,3916,"0.7777777778","1","1","0"
"2013","LT",39351,253.663943990665,"3",1970,"1","1","4","1","13","1","NA","NA","NA","NA","NA","NA",42,42,3935,"0.6666666667","2","0","0"
"2013","LT",39401,253.663943990665,"2",1934,"2","1","1","1","13","NA","NA","NA","NA","NA","NA","NA",79,78,3940,"99","2","0","0"
"2013","LT",39421,253.663943990665,"4",1960,"1","2","1","1","13","NA","NA","25","NA","NA","NA","NA",53,52,3942,"0.8918051428","0","0","0"
"2013","LT",39561,253.663943990665,"3",1949,"2","1","3","4","13","2","NA","NA","NA","NA","0","NA",64,63,3956,"99","0","0","1"
"2013","LT",39921,253.663943990665,"2",1977,"2","1","1","1","13","1","NA","NA","NA","NA","NA","NA",36,35,3992,"1","0","0","0"
"2013","LT",40161,253.663943990665,"3",1942,"2","1","1","1","13","2","NA","25","NA","NA","NA","NA",71,70,4016,"99","2","0","10"
"2013","LT",40611,253.663943990665,"2",1932,"2","1","4","1","13","5","NA","NA","NA","NA","NA","NA",80,80,4061,"0","0","0","110"
"2013","LT",41441,253.663943990665,"4",1932,"2","1","4","1","13","3","NA","NA","NA","NA","NA","NA",80,80,4144,"0.375","0","0","0"
"2013","LT",41461,253.663943990665,"1",1946,"2","1","4","1","NA","2","NA","NA","NA","0","NA","NA",66,66,4146,"1","0","0","100"
"2013","LT",41851,253.663943990665,"4",1934,"2","1","3","1","13","NA","NA","NA","NA","NA","NA","NA",78,78,4185,"0.6666666667","0","0","0"
"2013","LT",41971,253.663943990665,"1",1944,"2","1","4","1","13","1","NA","NA","0","NA","NA","NA",68,68,4197,"0.1904761905","1","0","0"
"2013","LT",42141,253.663943990665,"1",1948,"2","1","1","1","13","NA","NA","NA","NA","NA","NA","NA",65,64,4214,"99","0","0","10"
"2013","LT",42221,253.663943990665,"3",1969,"2","1","3","1","13","3","NA","NA","NA","NA","NA","NA",44,43,4222,"0","0","0","0"
"2013","LT",42461,253.663943990665,"3",1932,"1","1","4","1","13","1","NA","NA","NA","NA","NA","NA",80,80,4246,"1","2","0","0"
"2013","LT",42811,253.663943990665,"4",1967,"1","1","3","1","13","NA","NA","NA","NA","NA","NA","0",45,45,4281,"99","0","0","0"
"2013","LT",43241,253.663943990665,"3",1951,"1","1","1","4","NA","5","NA","NA","NA","NA","0","NA",62,61,4324,"0.5","2","0","10"
"2013","LT",43461,253.663943990665,"4",1964,"1","1","2","1","13","2","NA","NA","NA","NA","NA","NA",48,48,4346,"1","1","0","0"
"2013","LT",43581,253.663943990665,"2",1943,"1","1","1","1","13","5","NA","NA","NA","0","NA","NA",70,69,4358,"99","1","0","0"
"2013","LT",44161,253.663943990665,"3",1936,"2","1","1","1","13","1","NA","NA","NA","NA","NA","NA",77,76,4416,"0","2","0","100"
"2013","LT",44311,253.663943990665,"3",1979,"1","1","1","1","13","5","NA","NA","NA","NA","NA","NA",33,33,4431,"0.2412586129","2","0","0"
"2013","LT",44811,253.663943990665,"3",1932,"1","1","1","4","13","1","NA","NA","NA","NA","NA","NA",80,80,4481,"99","1","0","0"
"2013","LT",44821,253.663943990665,"2",1936,"2","1","4","1","13","2","NA","NA","NA","NA","0","NA",76,76,4482,"0.5","0","0","101"
"2013","LT",45011,253.663943990665,"4",1948,"1","1","2","1","13","1","NA","30","NA","NA","0","NA",64,64,4501,"99","0","0","0"
"2013","LT",45261,253.663943990665,"4",1945,"1","1","2","1","NA","1","NA","NA","NA","NA","NA","NA",68,67,4526,"0","0","1","0"
"2013","LT",45401,253.663943990665,"3",1947,"1","1","1","1","13","3","NA","NA","NA","NA","NA","NA",66,65,4540,"1","0","0","0"
"2013","LT",45761,253.663943990665,"1",1983,"1","1","4","1","13","1","0","NA","NA","NA","NA","NA",30,29,4576,"0.5","2","0","0"
"2013","LT",45831,253.663943990665,"2",1958,"2","1","4","4","13","2","NA","NA","NA","NA","NA","NA",55,54,4583,"1","0","0","0"
"2013","LT",46121,253.663943990665,"1",1977,"1","1","4","1","13","NA","NA","NA","NA","NA","NA","NA",36,35,4612,"99","0","0","0"
